Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,6,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,5,1.0,0.0
11,11,11,0,8,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,1,1.0,0.0
17,17,17,0,2,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,3,7,3.0,1.0
25,25,25,1,5,3.0,2.0
26,26,26,1,5,2.0,1.0
27,27,27,2,6,2.0,1.0
28,28,28,1,5,3.0,2.0
29,29,29,1,4,3.0,2.0
30,30,30,2,5,4.0,3.0
31,31,31,3,5,2.3333333333333335,2.0
32,32,32,1,4,3.0,2.0
33,33,33,2,4,2.0,1.0
34,34,34,1,4,4.0,3.0
35,35,35,1,6,2.0,1.0
36,36,36,2,6,3.5,2.0
37,37,37,2,6,4.0,4.0
38,38,38,3,6,3.8,3.0
39,39,39,1,4,2.0,1.0
40,40,40,1,4,2.0,1.0
41,41,41,2,4,4.8,5.0
42,42,42,2,5,3.5,4.0
43,43,43,2,5,4.8,5.0
44,44,44,1,6,3.0,2.0
45,45,45,2,3,4.0,5.0
46,46,46,2,3,4.0,5.0
47,47,47,1,4,2.0,1.0
48,48,48,1,2,2.0,1.0
49,49,49,5,2,4.4,4.0
50,50,50,2,2,4.0,3.0
51,51,51,2,2,4.8,5.0
52,52,52,7,2,4.533333333333333,4.0
53,53,53,2,0,2.5,2.0
54,54,54,14,1,4.484848484848484,4.0
55,55,55,6,1,2.857142857142857,2.0
56,56,56,1,3,2.0,1.0
57,57,57,4,4,4.571428571428571,6.0
58,58,58,1,3,2.0,1.0
59,59,59,3,3,2.0,1.0
60,60,60,6,1,4.142857142857142,6.0
61,61,61,1,1,3.0,2.0
62,62,62,2,1,3.0,3.0
63,63,63,2,1,4.8,5.0
64,64,64,16,1,4.608695652173913,4.0
65,65,65,9,1,3.3846153846153846,3.0
66,66,66,9,1,3.4615384615384617,3.0
67,67,67,1,0,3.0,2.0
68,68,68,2,0,5.125,7.0
69,69,69,1,0,2.0,1.0
70,70,70,2,0,5.090909090909091,5.0
71,71,71,8,1,4.068965517241379,5.0
72,72,72,13,1,3.45,3.0
73,73,73,8,1,2.6666666666666665,1.0
74,74,74,1,1,3.0,2.0
75,75,75,1,1,2.0,1.0
76,76,76,1,2,3.0,2.0
77,77,77,3,2,3.333333333333333,2.0
78,78,78,11,0,3.2666666666666666,3.0
79,79,79,8,0,4.578947368421053,5.0
80,80,80,2,0,3.5,4.0
81,81,81,8,0,3.7058823529411766,4.0
82,82,82,13,0,4.444444444444445,4.0
83,83,83,3,0,4.7,5.0
84,84,84,2,0,4.0,3.0
85,85,85,16,0,4.096774193548387,3.0
