Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,10,1.0,0.0
8,8,8,0,10,1.0,0.0
9,9,9,0,9,1.0,0.0
10,10,10,0,7,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,9,1.0,0.0
13,13,13,0,8,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,6,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,3,5,3.0,2.0
22,22,22,1,6,2.0,1.0
23,23,23,1,5,2.0,1.0
24,24,24,2,8,3.5,2.0
25,25,25,2,9,2.0,1.0
26,26,26,3,4,2.6666666666666665,2.0
27,27,27,2,5,2.0,1.0
28,28,28,1,8,2.0,1.0
29,29,29,2,8,2.0,1.0
30,30,30,3,8,2.5,2.0
31,31,31,2,8,2.0,1.0
32,32,32,1,7,2.0,1.0
33,33,33,1,8,4.0,3.0
34,34,34,1,9,2.0,1.0
35,35,35,2,6,4.333333333333334,4.0
36,36,36,4,7,2.4,2.0
37,37,37,10,9,2.8461538461538463,2.0
38,38,38,1,7,2.0,1.0
39,39,39,5,5,2.857142857142857,2.0
40,40,40,5,4,3.958333333333333,3.0
41,41,41,7,4,3.4615384615384617,3.0
42,42,42,1,4,2.0,1.0
43,43,43,5,6,2.857142857142857,2.0
44,44,44,9,6,3.4,3.0
45,45,45,1,6,2.0,1.0
46,46,46,7,5,3.0,3.0
47,47,47,5,6,3.1818181818181817,3.0
48,48,48,5,3,3.5294117647058822,3.0
49,49,49,1,5,4.142857142857142,4.0
50,50,50,3,4,3.8,4.0
51,51,51,1,4,2.0,1.0
52,52,52,3,4,3.230769230769231,3.0
53,53,53,1,4,3.0,2.0
54,54,54,4,2,3.6315789473684212,4.0
55,55,55,5,3,3.1818181818181817,3.0
56,56,56,1,3,5.142857142857142,5.0
57,57,57,7,3,3.7142857142857144,3.0
58,58,58,4,2,4.105263157894736,4.0
59,59,59,5,2,4.533333333333333,4.0
60,60,60,14,2,4.2844827586206895,3.0
61,61,61,7,2,3.4615384615384617,3.0
62,62,62,20,2,2.9,1.0
63,63,63,5,3,4.521739130434783,4.0
64,64,64,10,3,4.035087719298246,3.0
65,65,65,11,3,4.045454545454545,3.0
66,66,66,21,3,3.8526315789473684,3.0
67,67,67,8,1,3.4,3.0
68,68,68,4,1,4.333333333333334,4.0
69,69,69,1,1,2.0,1.0
70,70,70,4,1,3.0,2.0
71,71,71,7,1,3.4210526315789473,3.0
72,72,72,1,1,5.0,4.0
73,73,73,7,1,3.4615384615384617,3.0
74,74,74,5,1,3.1333333333333333,3.0
75,75,75,9,1,2.9166666666666665,2.0
76,76,76,15,1,3.7058823529411766,3.0
77,77,77,4,1,2.0,1.0
78,78,78,20,1,4.306818181818182,2.0
79,79,79,1,1,4.0,3.0
80,80,80,9,1,3.388888888888889,3.0
81,81,81,8,0,3.4,3.0
82,82,82,8,0,4.329411764705883,4.0
83,83,83,3,0,3.8,4.0
84,84,84,5,0,3.333333333333333,3.0
85,85,85,12,0,3.888888888888889,3.0
