Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,8,1.0,0.0
9,9,9,0,1,1.0,0.0
10,10,10,0,1,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,3,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,5,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,2,7,2.0,1.0
25,25,25,1,4,2.0,1.0
26,26,26,1,5,2.0,1.0
27,27,27,1,5,3.0,2.0
28,28,28,2,4,2.0,1.0
29,29,29,6,4,2.3333333333333335,2.0
30,30,30,1,4,2.0,1.0
31,31,31,1,3,3.0,2.0
32,32,32,3,2,3.375,3.0
33,33,33,1,2,2.0,1.0
34,34,34,7,3,2.0,1.0
35,35,35,2,3,3.5,3.0
36,36,36,1,5,2.0,1.0
37,37,37,1,5,4.0,3.0
38,38,38,2,6,2.5,1.0
39,39,39,1,3,3.0,2.0
40,40,40,1,3,2.0,1.0
41,41,41,4,5,2.5,2.0
42,42,42,1,2,3.0,2.0
43,43,43,6,3,3.5,3.0
44,44,44,1,3,3.0,2.0
45,45,45,2,3,2.0,1.0
46,46,46,5,5,3.2727272727272725,3.0
47,47,47,5,4,3.888888888888889,4.0
48,48,48,1,3,3.333333333333333,3.0
49,49,49,7,3,2.0,1.0
50,50,50,2,3,2.6666666666666665,2.0
51,51,51,4,4,3.0,2.0
52,52,52,2,2,2.6666666666666665,2.0
53,53,53,11,2,4.09375,3.0
54,54,54,2,2,4.375,4.0
55,55,55,5,1,2.0,1.0
56,56,56,1,1,3.333333333333333,3.0
57,57,57,4,1,3.7333333333333334,3.0
58,58,58,1,1,2.0,1.0
59,59,59,11,2,4.287234042553191,4.0
60,60,60,7,2,3.375,4.0
61,61,61,9,2,3.8055555555555554,3.0
62,62,62,1,2,3.0,2.0
63,63,63,3,2,3.7142857142857144,3.0
64,64,64,2,1,4.461538461538462,4.0
65,65,65,4,1,2.4,1.0
66,66,66,1,2,2.0,1.0
67,67,67,3,2,4.309523809523809,4.0
68,68,68,1,2,3.0,2.0
69,69,69,1,2,3.5,3.0
70,70,70,1,2,3.333333333333333,3.0
71,71,71,9,2,3.590909090909091,3.0
72,72,72,14,2,3.5675675675675675,2.0
73,73,73,7,1,3.875,3.0
74,74,74,1,1,3.333333333333333,3.0
75,75,75,1,1,4.0,3.0
76,76,76,23,1,4.3812154696132595,3.0
77,77,77,4,1,2.5,2.0
78,78,78,2,1,2.5,1.0
79,79,79,2,1,4.0,4.0
80,80,80,9,1,4.220338983050848,4.0
81,81,81,12,1,3.5769230769230766,3.0
