Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,5,1.0,0.0
3,3,3,0,6,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,6,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,7,1.0,0.0
11,11,11,0,8,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,8,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,8,1.0,0.0
16,16,16,0,7,1.0,0.0
17,17,17,0,6,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,5,1.0,0.0
23,23,23,1,8,2.0,1.0
24,24,24,1,7,2.0,1.0
25,25,25,14,6,2.6956521739130435,2.0
26,26,26,2,6,2.0,1.0
27,27,27,1,6,2.0,1.0
28,28,28,1,5,2.0,1.0
29,29,29,5,4,2.2,2.0
30,30,30,6,9,3.052631578947368,2.0
31,31,31,1,9,3.9,3.0
32,32,32,6,9,2.3333333333333335,2.0
33,33,33,6,9,4.076923076923077,3.0
34,34,34,3,7,2.0,1.0
35,35,35,3,6,4.285714285714286,3.0
36,36,36,7,7,2.2857142857142856,2.0
37,37,37,4,9,2.0,1.0
38,38,38,1,5,3.0,2.0
39,39,39,1,3,4.25,4.0
40,40,40,4,3,3.0,2.0
41,41,41,3,3,4.285714285714286,3.0
42,42,42,1,3,3.2,3.0
43,43,43,3,2,2.0,1.0
44,44,44,4,2,3.8636363636363633,4.0
45,45,45,2,2,2.0,1.0
46,46,46,1,2,3.0,2.0
47,47,47,8,2,3.7906976744186047,3.0
48,48,48,2,2,2.0,1.0
49,49,49,11,2,3.953125,3.0
50,50,50,7,2,2.2857142857142856,2.0
51,51,51,4,2,4.230769230769231,3.0
52,52,52,1,4,3.0,2.0
53,53,53,16,4,4.072289156626506,3.0
54,54,54,2,4,3.6,3.0
55,55,55,5,5,2.0,1.0
56,56,56,2,5,3.6,3.0
57,57,57,2,5,4.5,4.0
58,58,58,3,4,4.296296296296296,4.0
59,59,59,1,5,4.0,3.0
60,60,60,6,5,4.25,3.0
61,61,61,1,5,4.0,3.0
62,62,62,1,5,2.0,1.0
63,63,63,1,2,3.0,2.0
64,64,64,13,0,3.7049180327868854,2.0
65,65,65,2,0,2.5,2.0
66,66,66,2,0,5.0,5.0
67,67,67,7,1,2.2857142857142856,2.0
68,68,68,4,0,2.0,1.0
69,69,69,2,0,3.6,3.0
70,70,70,1,0,2.0,1.0
71,71,71,5,1,4.527777777777778,4.0
72,72,72,4,1,4.375,4.0
73,73,73,2,1,3.1,3.0
74,74,74,6,1,4.076923076923077,3.0
75,75,75,4,0,2.0,1.0
76,76,76,22,0,4.182926829268293,3.0
77,77,77,3,0,2.0,1.0
78,78,78,2,0,3.1,3.0
79,79,79,12,0,4.352272727272727,3.0
80,80,80,18,0,2.709677419354839,1.0
81,81,81,10,0,4.523809523809524,4.0
82,82,82,1,0,3.166666666666667,3.0
83,83,83,30,0,4.111675126903553,3.0
84,84,84,3,0,4.32,3.0
85,85,85,17,0,3.6,2.0
86,86,86,4,0,4.875,4.0
