Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,2,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,7,1.0,0.0
8,8,8,0,5,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,4,1.0,0.0
22,22,22,0,3,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,3,1.0,0.0
25,25,25,0,3,1.0,0.0
26,26,26,0,2,1.0,0.0
27,27,27,0,3,1.0,0.0
28,28,28,1,3,2.0,1.0
29,29,29,1,7,2.0,1.0
30,30,30,1,4,2.0,1.0
31,31,31,1,5,3.0,2.0
32,32,32,3,4,3.333333333333333,2.0
33,33,33,2,6,3.5,2.0
34,34,34,1,6,2.0,1.0
35,35,35,1,5,3.0,2.0
36,36,36,1,6,3.0,2.0
37,37,37,4,4,2.25,1.0
38,38,38,1,5,3.0,2.0
39,39,39,1,4,4.0,3.0
40,40,40,2,5,3.0,3.0
41,41,41,4,5,2.5,3.0
42,42,42,2,5,3.0,3.0
43,43,43,1,6,2.0,1.0
44,44,44,6,3,2.1666666666666665,1.0
45,45,45,3,3,3.666666666666667,4.0
46,46,46,1,3,3.0,2.0
47,47,47,20,3,3.557377049180328,3.0
48,48,48,2,6,3.333333333333333,3.0
49,49,49,1,6,3.0,2.0
50,50,50,7,6,2.7142857142857144,3.0
51,51,51,1,4,2.0,1.0
52,52,52,1,3,4.0,3.0
53,53,53,4,4,2.5,3.0
54,54,54,8,7,3.2222222222222223,2.0
55,55,55,8,3,3.5789473684210527,3.0
56,56,56,7,2,2.4285714285714284,3.0
57,57,57,1,2,3.5,3.0
58,58,58,1,2,3.5,3.0
59,59,59,1,2,2.0,1.0
60,60,60,8,3,3.5588235294117645,3.0
61,61,61,13,3,3.25,3.0
62,62,62,3,3,2.0,1.0
63,63,63,4,3,2.5,3.0
64,64,64,16,3,3.6037735849056602,3.0
65,65,65,1,3,3.5,3.0
66,66,66,8,3,2.625,3.0
67,67,67,2,3,2.75,2.0
68,68,68,21,3,3.9037433155080214,3.0
69,69,69,3,3,3.333333333333333,3.0
70,70,70,5,3,3.909090909090909,4.0
71,71,71,5,3,3.142857142857143,3.0
72,72,72,12,3,3.0,2.0
73,73,73,6,3,3.3846153846153846,4.0
74,74,74,5,3,2.4285714285714284,2.0
75,75,75,22,3,3.956730769230769,3.0
76,76,76,9,3,3.5625,3.0
77,77,77,4,2,3.6363636363636367,4.0
78,78,78,1,2,4.0,3.0
79,79,79,1,2,2.0,1.0
80,80,80,4,2,3.2,3.0
81,81,81,12,2,3.8392857142857144,3.0
82,82,82,7,0,2.7142857142857144,3.0
83,83,83,5,0,3.5,4.0
84,84,84,14,0,3.526315789473684,3.0
85,85,85,23,0,3.982456140350877,3.0
