Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,5,1.0,0.0
6,6,6,0,8,1.0,0.0
7,7,7,0,8,1.0,0.0
8,8,8,0,5,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,3,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,9,1.0,0.0
14,14,14,0,7,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,3,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,5,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,2,7,2.0,1.0
25,25,25,1,3,2.0,1.0
26,26,26,1,6,2.0,1.0
27,27,27,4,8,2.4,1.0
28,28,28,2,6,3.0,2.0
29,29,29,3,8,3.375,3.0
30,30,30,2,7,3.0,2.0
31,31,31,1,2,2.0,1.0
32,32,32,9,6,3.428571428571429,2.0
33,33,33,4,7,2.4,1.0
34,34,34,4,5,2.4,1.0
35,35,35,2,4,2.0,1.0
36,36,36,4,5,3.2941176470588234,2.0
37,37,37,3,5,2.0,1.0
38,38,38,7,5,2.25,1.0
39,39,39,3,5,3.375,3.0
40,40,40,1,5,2.0,1.0
41,41,41,2,5,3.3636363636363633,3.0
42,42,42,8,5,2.2222222222222223,1.0
43,43,43,3,5,3.333333333333333,3.0
44,44,44,4,4,3.6363636363636367,3.0
45,45,45,4,2,3.6363636363636367,3.0
46,46,46,6,3,3.466666666666667,2.0
47,47,47,1,2,3.666666666666667,3.0
48,48,48,2,3,2.75,2.0
49,49,49,3,4,3.428571428571429,4.0
50,50,50,1,3,3.666666666666667,3.0
51,51,51,3,2,4.0,5.0
52,52,52,2,4,2.0,1.0
53,53,53,14,5,4.04225352112676,3.0
54,54,54,8,5,3.2,3.0
55,55,55,11,5,4.091836734693878,3.0
56,56,56,11,8,3.5510204081632653,3.0
57,57,57,7,8,3.857142857142857,3.0
58,58,58,2,6,2.0,1.0
59,59,59,12,6,3.291666666666667,2.0
60,60,60,8,6,2.3333333333333335,2.0
61,61,61,4,6,3.2,3.0
62,62,62,14,6,3.4918032786885247,2.0
63,63,63,2,6,4.071428571428571,4.0
64,64,64,4,6,3.9787234042553195,3.0
65,65,65,2,5,3.666666666666667,4.0
66,66,66,11,4,3.1153846153846154,3.0
67,67,67,2,2,4.285714285714286,4.0
68,68,68,3,2,3.263157894736842,3.0
69,69,69,5,3,2.3333333333333335,1.0
70,70,70,9,3,4.023255813953488,3.0
71,71,71,10,2,3.7058823529411766,3.0
72,72,72,5,2,4.3478260869565215,4.0
73,73,73,9,1,3.235294117647059,3.0
74,74,74,11,2,4.1015625,3.0
75,75,75,2,2,4.125,4.0
76,76,76,28,1,4.301980198019802,3.0
77,77,77,7,1,3.987012987012987,3.0
78,78,78,5,1,4.4264705882352935,3.0
79,79,79,9,1,4.1192660550458715,3.0
80,80,80,7,1,4.215909090909091,3.0
81,81,81,2,1,4.595238095238095,4.0
82,82,82,22,2,4.11522633744856,3.0
83,83,83,11,0,3.15,2.0
84,84,84,2,0,3.333333333333333,3.0
85,85,85,1,0,4.045454545454545,4.0
