Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,6,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,7,1.0,0.0
16,16,16,0,7,1.0,0.0
17,17,17,0,6,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,6,1.0,0.0
21,21,21,0,7,1.0,0.0
22,22,22,0,5,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,3,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,0,3,1.0,0.0
27,27,27,0,4,1.0,0.0
28,28,28,0,1,1.0,0.0
29,29,29,1,2,2.0,1.0
30,30,30,1,3,2.0,1.0
31,31,31,2,3,2.5,1.0
32,32,32,3,6,2.3333333333333335,2.0
33,33,33,1,6,3.333333333333333,3.0
34,34,34,2,5,2.0,1.0
35,35,35,2,6,2.0,1.0
36,36,36,1,7,2.0,1.0
37,37,37,2,5,2.0,1.0
38,38,38,1,4,2.0,1.0
39,39,39,14,7,2.7894736842105265,4.0
40,40,40,1,7,2.0,1.0
41,41,41,10,8,2.5,2.0
42,42,42,11,7,2.8,4.0
43,43,43,5,7,3.888888888888889,4.0
44,44,44,3,7,2.8,3.0
45,45,45,5,7,2.5,2.0
46,46,46,8,4,3.8194444444444446,4.0
47,47,47,1,5,2.0,1.0
48,48,48,11,4,2.875,2.0
49,49,49,3,4,2.3333333333333335,2.0
50,50,50,9,5,3.7945205479452055,4.0
51,51,51,2,2,2.5,2.0
52,52,52,2,2,4.142857142857142,5.0
53,53,53,2,2,4.142857142857142,5.0
54,54,54,12,3,3.74025974025974,4.0
55,55,55,1,3,2.0,1.0
56,56,56,4,4,3.8823529411764706,3.0
57,57,57,2,4,2.0,1.0
58,58,58,10,5,3.77027027027027,4.0
59,59,59,2,5,2.0,1.0
60,60,60,24,6,4.377777777777778,3.0
61,61,61,2,4,4.238095238095238,5.0
62,62,62,1,4,4.45,4.0
63,63,63,2,4,2.5,2.0
64,64,64,6,4,2.4285714285714284,2.0
65,65,65,9,3,4.519736842105264,4.0
66,66,66,1,3,3.851851851851852,4.0
67,67,67,5,2,3.888888888888889,4.0
68,68,68,1,2,3.333333333333333,3.0
69,69,69,14,2,4.448275862068965,4.0
70,70,70,35,1,3.5808823529411766,2.0
71,71,71,4,1,3.526315789473684,5.0
72,72,72,13,1,4.2,3.0
73,73,73,1,1,2.0,1.0
74,74,74,4,1,3.5666666666666664,5.0
75,75,75,1,1,3.333333333333333,3.0
76,76,76,6,1,3.981818181818182,3.0
77,77,77,8,1,2.9166666666666665,4.0
78,78,78,2,1,3.75,4.0
79,79,79,23,0,4.486792452830189,4.0
80,80,80,4,0,2.25,2.0
81,81,81,4,0,2.25,1.0
82,82,82,9,0,4.042553191489361,4.0
