Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,2,1.0,0.0
5,5,5,0,1,1.0,0.0
6,6,6,0,2,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,2,1.0,0.0
11,11,11,0,2,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,7,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,1,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,5,1.0,0.0
25,25,25,0,5,1.0,0.0
26,26,26,0,4,1.0,0.0
27,27,27,0,6,1.0,0.0
28,28,28,0,2,1.0,0.0
29,29,29,0,2,1.0,0.0
30,30,30,0,1,1.0,0.0
31,31,31,1,5,2.0,1.0
32,32,32,1,5,2.0,1.0
33,33,33,2,5,2.0,1.0
34,34,34,3,4,2.6666666666666665,2.0
35,35,35,2,6,2.0,1.0
36,36,36,2,4,2.0,1.0
37,37,37,2,2,2.0,1.0
38,38,38,2,3,2.6666666666666665,2.0
39,39,39,3,1,2.5,2.0
40,40,40,2,2,2.0,1.0
41,41,41,4,1,2.5,2.0
42,42,42,1,2,2.0,1.0
43,43,43,1,3,2.0,1.0
44,44,44,1,2,2.0,1.0
45,45,45,2,1,2.6666666666666665,2.0
46,46,46,4,3,3.0,3.0
47,47,47,3,5,2.5,2.0
48,48,48,2,4,3.2,3.0
49,49,49,4,4,3.0,3.0
50,50,50,4,5,3.75,4.0
51,51,51,5,4,2.6,2.0
52,52,52,2,6,2.5,1.0
53,53,53,1,5,2.0,1.0
54,54,54,1,5,3.0,2.0
55,55,55,6,4,3.85,5.0
56,56,56,2,4,3.0,2.0
57,57,57,3,4,3.166666666666667,3.0
58,58,58,8,4,3.814814814814815,4.0
59,59,59,2,4,3.4,3.0
60,60,60,5,3,4.5625,4.0
61,61,61,2,2,2.6666666666666665,2.0
62,62,62,3,2,2.6666666666666665,2.0
63,63,63,7,2,3.0,3.0
64,64,64,3,2,2.0,1.0
65,65,65,5,2,4.545454545454545,6.0
66,66,66,1,2,3.0,2.0
67,67,67,1,3,4.0,3.0
68,68,68,3,3,2.8,2.0
69,69,69,4,3,3.0,3.0
70,70,70,12,2,3.7894736842105265,4.0
71,71,71,2,3,3.0,2.0
72,72,72,5,4,4.63265306122449,4.0
73,73,73,11,4,3.85,4.0
74,74,74,25,4,4.536885245901639,4.0
75,75,75,2,4,2.0,1.0
76,76,76,2,3,2.0,1.0
77,77,77,3,3,4.761904761904762,6.0
78,78,78,9,3,4.616,4.0
79,79,79,7,3,2.8181818181818183,3.0
80,80,80,3,1,4.0,4.0
81,81,81,4,1,4.4393939393939394,4.0
82,82,82,15,0,2.5789473684210527,2.0
83,83,83,2,0,2.6666666666666665,2.0
84,84,84,43,0,4.5,3.0
