Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,8,1.0,0.0
5,5,5,0,8,1.0,0.0
6,6,6,0,8,1.0,0.0
7,7,7,0,8,1.0,0.0
8,8,8,0,8,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,9,1.0,0.0
11,11,11,0,9,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,7,1.0,0.0
14,14,14,0,8,1.0,0.0
15,15,15,0,9,1.0,0.0
16,16,16,0,7,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,2,9,2.0,1.0
21,21,21,2,8,2.6666666666666665,2.0
22,22,22,1,8,2.0,1.0
23,23,23,1,8,2.0,1.0
24,24,24,3,5,3.5,2.0
25,25,25,1,5,2.0,1.0
26,26,26,1,5,2.0,1.0
27,27,27,3,9,2.6666666666666665,2.0
28,28,28,3,10,3.75,3.0
29,29,29,3,6,2.5,2.0
30,30,30,1,5,2.0,1.0
31,31,31,3,8,2.0,1.0
32,32,32,5,7,2.875,2.0
33,33,33,5,6,3.4,3.0
34,34,34,3,7,2.0,1.0
35,35,35,3,7,3.75,3.0
36,36,36,5,3,3.4,3.0
37,37,37,1,3,2.0,1.0
38,38,38,3,3,4.214285714285714,4.0
39,39,39,4,2,2.0,1.0
40,40,40,3,1,2.6,2.0
41,41,41,10,1,3.4,3.0
42,42,42,6,2,3.090909090909091,4.0
43,43,43,19,2,3.822429906542056,3.0
44,44,44,2,2,3.2857142857142856,3.0
45,45,45,4,1,3.333333333333333,4.0
46,46,46,4,0,3.166666666666667,3.0
47,47,47,9,0,2.5833333333333335,1.0
48,48,48,3,1,2.0,1.0
49,49,49,1,3,4.25,4.0
50,50,50,3,3,4.785714285714286,5.0
51,51,51,8,1,3.428571428571429,3.0
52,52,52,1,2,3.833333333333333,4.0
53,53,53,6,1,3.666666666666667,3.0
54,54,54,9,1,3.3461538461538463,3.0
55,55,55,11,1,2.642857142857143,1.0
56,56,56,8,1,2.2222222222222223,1.0
57,57,57,5,1,3.0,3.0
58,58,58,2,1,5.272727272727273,5.0
59,59,59,7,3,3.666666666666667,4.0
60,60,60,9,3,2.75,2.0
61,61,61,1,3,4.833333333333334,5.0
62,62,62,3,4,4.0,4.0
63,63,63,1,3,4.833333333333334,5.0
64,64,64,3,4,2.5,2.0
65,65,65,12,4,3.333333333333333,3.0
66,66,66,4,4,3.111111111111111,2.0
67,67,67,9,3,4.5631067961165055,3.0
68,68,68,9,1,4.030769230769231,3.0
69,69,69,4,1,2.6666666666666665,2.0
70,70,70,2,1,2.0,1.0
71,71,71,22,1,3.0294117647058822,1.0
72,72,72,8,0,3.833333333333333,4.0
73,73,73,15,0,3.4,2.0
74,74,74,10,1,3.4,3.0
75,75,75,4,0,3.090909090909091,3.0
76,76,76,9,0,4.5631067961165055,3.0
77,77,77,4,0,3.166666666666667,3.0
78,78,78,1,0,3.8,4.0
79,79,79,9,0,4.6923076923076925,3.0
