Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,5,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,5,1.0,0.0
9,9,9,0,7,1.0,0.0
10,10,10,0,7,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,7,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,4,1.0,0.0
22,22,22,0,3,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,2,4,2.0,1.0
26,26,26,1,4,2.0,1.0
27,27,27,1,4,3.0,2.0
28,28,28,2,4,2.0,1.0
29,29,29,1,5,3.0,2.0
30,30,30,1,7,2.0,1.0
31,31,31,1,7,2.0,1.0
32,32,32,1,7,2.0,1.0
33,33,33,1,4,2.0,1.0
34,34,34,4,6,3.0,2.0
35,35,35,6,7,3.0,3.0
36,36,36,1,7,2.0,1.0
37,37,37,2,7,2.0,1.0
38,38,38,1,8,3.0,2.0
39,39,39,2,3,2.0,1.0
40,40,40,2,1,3.333333333333333,3.0
41,41,41,4,1,3.0,2.0
42,42,42,3,1,3.7272727272727275,4.0
43,43,43,3,1,3.0,3.0
44,44,44,6,1,3.357142857142857,4.0
45,45,45,1,4,3.0,2.0
46,46,46,5,4,2.5,2.0
47,47,47,1,3,2.0,1.0
48,48,48,1,4,2.0,1.0
49,49,49,4,4,3.3,4.0
50,50,50,4,4,3.0,2.0
51,51,51,8,4,3.2941176470588234,3.0
52,52,52,3,4,3.4,3.0
53,53,53,1,4,4.0,3.0
54,54,54,1,4,4.0,3.0
55,55,55,11,4,2.9230769230769234,2.0
56,56,56,6,3,2.875,3.0
57,57,57,3,0,3.125,3.0
58,58,58,5,3,3.4615384615384617,4.0
59,59,59,2,3,2.0,1.0
60,60,60,2,3,3.333333333333333,3.0
61,61,61,2,3,3.333333333333333,3.0
62,62,62,15,3,3.821428571428571,3.0
63,63,63,13,2,2.875,2.0
64,64,64,7,2,3.9833333333333334,3.0
65,65,65,12,1,3.238095238095238,3.0
66,66,66,1,2,2.0,1.0
67,67,67,5,2,4.6,6.0
68,68,68,9,2,4.0,5.0
69,69,69,15,0,3.82258064516129,3.0
70,70,70,1,0,2.0,1.0
71,71,71,11,0,3.238095238095238,3.0
72,72,72,16,0,3.828125,3.0
73,73,73,6,0,3.0,3.0
74,74,74,4,0,2.4,1.0
75,75,75,11,0,3.9433962264150946,3.0
76,76,76,10,0,3.0,2.0
77,77,77,13,0,4.169642857142858,3.0
78,78,78,1,0,4.0,3.0
79,79,79,5,0,4.057142857142857,4.0
80,80,80,3,0,2.0,1.0
