Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,8,1.0,0.0
8,8,8,0,5,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,2,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,5,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,5,1.0,0.0
23,23,23,0,5,1.0,0.0
24,24,24,0,5,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,0,3,1.0,0.0
27,27,27,0,3,1.0,0.0
28,28,28,0,4,1.0,0.0
29,29,29,0,1,1.0,0.0
30,30,30,0,1,1.0,0.0
31,31,31,0,1,1.0,0.0
32,32,32,2,6,2.0,1.0
33,33,33,1,5,2.0,1.0
34,34,34,2,4,2.0,1.0
35,35,35,1,4,2.0,1.0
36,36,36,2,2,2.5,2.0
37,37,37,2,2,2.0,1.0
38,38,38,6,6,2.888888888888889,3.0
39,39,39,1,6,3.875,4.0
40,40,40,1,4,3.0,2.0
41,41,41,3,4,4.235294117647059,4.0
42,42,42,2,5,2.0,1.0
43,43,43,2,4,2.6666666666666665,2.0
44,44,44,1,5,2.0,1.0
45,45,45,14,5,3.78125,4.0
46,46,46,1,5,2.0,1.0
47,47,47,2,5,2.5,2.0
48,48,48,1,5,3.0,2.0
49,49,49,9,4,2.5454545454545454,2.0
50,50,50,10,5,3.873015873015873,3.0
51,51,51,2,3,3.666666666666667,4.0
52,52,52,5,2,2.3333333333333335,2.0
53,53,53,2,2,3.666666666666667,4.0
54,54,54,5,2,2.3333333333333335,1.0
55,55,55,5,2,2.7142857142857144,3.0
56,56,56,2,2,2.5,2.0
57,57,57,3,3,2.3333333333333335,2.0
58,58,58,11,4,3.8235294117647056,3.0
59,59,59,4,4,3.0,3.0
60,60,60,6,4,2.2857142857142856,1.0
61,61,61,9,4,3.7407407407407405,4.0
62,62,62,1,4,2.0,1.0
63,63,63,7,4,4.227272727272727,5.0
64,64,64,9,4,3.7407407407407405,4.0
65,65,65,1,4,3.666666666666667,3.0
66,66,66,12,2,3.8857142857142857,4.0
67,67,67,3,1,2.3333333333333335,2.0
68,68,68,3,1,4.3,5.0
69,69,69,11,1,3.921875,4.0
70,70,70,19,1,3.666666666666667,2.0
71,71,71,3,1,4.421052631578947,4.0
72,72,72,8,1,2.2222222222222223,1.0
73,73,73,1,1,3.0,2.0
74,74,74,9,1,4.126315789473685,4.0
75,75,75,18,1,4.007246376811594,3.0
76,76,76,7,1,3.56,5.0
77,77,77,9,1,4.126315789473685,4.0
78,78,78,9,2,3.838709677419355,4.0
79,79,79,2,3,2.6666666666666665,2.0
80,80,80,2,0,4.321428571428571,5.0
81,81,81,1,0,3.8666666666666667,5.0
82,82,82,1,0,3.666666666666667,3.0
83,83,83,16,0,4.2439024390243905,3.0
84,84,84,8,0,2.2222222222222223,1.0
