Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,8,1.0,0.0
6,6,6,0,9,1.0,0.0
7,7,7,0,10,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,8,1.0,0.0
12,12,12,0,3,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,6,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,1,7,2.0,1.0
23,23,23,1,7,2.0,1.0
24,24,24,1,9,2.0,1.0
25,25,25,1,7,2.0,1.0
26,26,26,3,11,2.6666666666666665,2.0
27,27,27,1,10,2.0,1.0
28,28,28,7,8,2.571428571428571,2.0
29,29,29,3,6,2.8333333333333335,3.0
30,30,30,2,5,2.0,1.0
31,31,31,7,5,2.571428571428571,2.0
32,32,32,2,5,3.25,3.0
33,33,33,2,2,3.5,3.0
34,34,34,6,3,2.5,2.0
35,35,35,2,5,2.0,1.0
36,36,36,1,5,2.0,1.0
37,37,37,4,6,3.6875,3.0
38,38,38,3,4,3.2,3.0
39,39,39,1,4,2.0,1.0
40,40,40,2,5,2.5,2.0
41,41,41,7,4,3.4545454545454546,3.0
42,42,42,5,5,2.857142857142857,3.0
43,43,43,1,3,3.0,2.0
44,44,44,7,3,4.029411764705882,3.0
45,45,45,2,3,3.5,3.0
46,46,46,2,0,3.333333333333333,4.0
47,47,47,4,1,3.0,2.0
48,48,48,5,2,3.3076923076923075,3.0
49,49,49,2,2,2.0,1.0
50,50,50,16,3,3.2727272727272725,2.0
51,51,51,4,2,3.5,4.0
52,52,52,15,2,3.872727272727273,3.0
53,53,53,6,2,2.6666666666666665,2.0
54,54,54,6,2,2.0,1.0
55,55,55,6,5,3.761904761904762,3.0
56,56,56,3,3,3.0,3.0
57,57,57,1,4,3.0,2.0
58,58,58,7,4,3.4545454545454546,3.0
59,59,59,1,4,3.666666666666667,3.0
60,60,60,12,4,3.6315789473684212,3.0
61,61,61,3,4,2.8333333333333335,3.0
62,62,62,6,2,3.7777777777777777,4.0
63,63,63,11,2,3.9074074074074074,3.0
64,64,64,5,1,4.037037037037037,3.0
65,65,65,8,2,2.375,1.0
66,66,66,6,1,3.761904761904762,3.0
67,67,67,2,1,3.9,4.0
68,68,68,4,1,3.0,3.0
69,69,69,2,1,3.5,3.0
70,70,70,2,2,3.5,3.0
71,71,71,3,2,2.8333333333333335,3.0
72,72,72,1,2,2.0,1.0
73,73,73,4,2,4.315789473684211,4.0
74,74,74,6,1,3.8909090909090907,2.0
75,75,75,7,2,3.4545454545454546,3.0
76,76,76,8,2,3.859375,2.0
77,77,77,7,1,4.029411764705882,3.0
78,78,78,13,1,4.065217391304348,3.0
79,79,79,13,1,4.031914893617021,3.0
80,80,80,2,0,3.96,3.0
81,81,81,4,0,3.6538461538461537,3.0
82,82,82,16,0,4.14765100671141,3.0
83,83,83,10,0,2.4,1.0
84,84,84,7,0,3.7,3.0
