Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,2,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,5,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,3,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,2,1.0,0.0
18,18,18,0,1,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,1,3,2.0,1.0
26,26,26,2,3,2.5,2.0
27,27,27,3,3,2.0,1.0
28,28,28,2,3,2.0,1.0
29,29,29,3,3,2.0,1.0
30,30,30,2,2,2.0,1.0
31,31,31,3,3,2.0,1.0
32,32,32,2,3,2.0,1.0
33,33,33,5,3,3.083333333333333,2.0
34,34,34,1,4,2.0,1.0
35,35,35,1,8,2.0,1.0
36,36,36,3,6,2.0,1.0
37,37,37,1,4,3.0,2.0
38,38,38,4,4,2.875,2.0
39,39,39,3,8,3.0,2.0
40,40,40,2,6,4.3,3.0
41,41,41,9,5,4.238095238095238,4.0
42,42,42,1,4,2.0,1.0
43,43,43,2,4,3.5,3.0
44,44,44,2,3,3.0,2.0
45,45,45,3,4,3.0,2.0
46,46,46,3,3,2.8333333333333335,2.0
47,47,47,3,3,4.914285714285715,5.0
48,48,48,7,2,2.9230769230769234,2.0
49,49,49,6,3,4.392857142857142,4.0
50,50,50,3,2,3.8181818181818183,3.0
51,51,51,1,2,3.8,3.0
52,52,52,3,2,4.714285714285714,5.0
53,53,53,8,3,4.166666666666666,4.0
54,54,54,1,2,3.0,2.0
55,55,55,3,1,3.8181818181818183,3.0
56,56,56,4,1,3.0,2.0
57,57,57,1,1,3.8,3.0
58,58,58,6,0,2.8333333333333335,2.0
59,59,59,2,1,3.0,2.0
60,60,60,5,1,4.771428571428571,4.0
61,61,61,1,1,3.0,2.0
62,62,62,5,1,2.0,1.0
63,63,63,1,2,5.142857142857142,5.0
64,64,64,2,2,3.333333333333333,3.0
65,65,65,6,2,4.457142857142857,4.0
66,66,66,2,4,3.0,2.0
67,67,67,16,3,4.295774647887324,3.0
68,68,68,6,3,3.9,3.0
69,69,69,1,2,4.0,3.0
70,70,70,15,2,4.7889908256880735,4.0
71,71,71,1,4,3.0,2.0
72,72,72,1,4,3.75,3.0
73,73,73,1,5,4.642857142857142,5.0
74,74,74,22,4,4.60625,4.0
75,75,75,1,2,4.8,4.0
76,76,76,13,2,4.993103448275862,4.0
77,77,77,1,2,2.0,1.0
78,78,78,3,2,4.25,4.0
79,79,79,1,2,5.285714285714286,6.0
80,80,80,1,2,4.0,3.0
81,81,81,8,2,4.704545454545455,4.0
82,82,82,2,1,4.675675675675675,5.0
83,83,83,11,0,5.0,4.0
84,84,84,5,0,2.0,1.0
