Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,1,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,7,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,4,1.0,0.0
22,22,22,0,4,1.0,0.0
23,23,23,0,3,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,1,4,2.0,1.0
26,26,26,1,3,3.0,2.0
27,27,27,1,3,2.0,1.0
28,28,28,1,5,2.0,1.0
29,29,29,1,7,3.0,2.0
30,30,30,4,8,2.25,2.0
31,31,31,1,7,2.0,1.0
32,32,32,3,6,2.3333333333333335,1.0
33,33,33,5,5,2.4,3.0
34,34,34,2,4,2.5,2.0
35,35,35,1,3,3.25,3.0
36,36,36,4,3,3.142857142857143,3.0
37,37,37,1,2,4.0,3.0
38,38,38,5,2,3.111111111111111,3.0
39,39,39,5,3,2.2,2.0
40,40,40,5,4,2.2,2.0
41,41,41,6,7,3.1,2.0
42,42,42,20,6,3.776595744680851,3.0
43,43,43,2,6,3.0,3.0
44,44,44,5,5,3.125,3.0
45,45,45,2,5,3.625,3.0
46,46,46,9,5,3.574468085106383,3.0
47,47,47,6,5,3.7222222222222223,3.0
48,48,48,2,4,2.5,1.0
49,49,49,5,4,3.666666666666667,3.0
50,50,50,1,2,3.0,2.0
51,51,51,3,4,2.0,1.0
52,52,52,1,3,2.0,1.0
53,53,53,6,3,3.0,3.0
54,54,54,1,3,2.0,1.0
55,55,55,3,2,3.25,3.0
56,56,56,2,2,4.25,4.0
57,57,57,1,2,3.4,4.0
58,58,58,9,2,3.8181818181818183,4.0
59,59,59,2,3,4.1875,4.0
60,60,60,6,4,4.941860465116279,4.0
61,61,61,10,5,3.9733333333333336,3.0
62,62,62,1,5,4.166666666666666,4.0
63,63,63,6,4,4.218181818181819,4.0
64,64,64,3,4,4.789473684210526,4.0
65,65,65,15,3,4.270833333333334,3.0
66,66,66,2,3,4.217391304347826,4.0
67,67,67,1,3,5.1875,5.0
68,68,68,5,1,3.4615384615384617,4.0
69,69,69,5,1,4.644736842105264,4.0
70,70,70,1,2,2.0,1.0
71,71,71,20,2,4.762376237623762,3.0
72,72,72,8,1,2.9166666666666665,2.0
73,73,73,9,0,3.75,4.0
74,74,74,9,1,4.935483870967742,4.0
75,75,75,13,1,3.8604651162790695,3.0
76,76,76,3,1,2.6,2.0
77,77,77,4,0,4.355555555555556,4.0
78,78,78,3,0,4.09375,4.0
79,79,79,1,0,2.0,1.0
80,80,80,3,0,4.608695652173913,4.0
81,81,81,4,0,2.5,3.0
82,82,82,4,0,5.209302325581396,5.0
83,83,83,8,0,3.125,2.0
