Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,1,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,7,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,6,1.0,0.0
22,22,22,0,4,1.0,0.0
23,23,23,0,5,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,1,2,2.0,1.0
26,26,26,1,6,2.0,1.0
27,27,27,3,3,2.0,1.0
28,28,28,1,5,2.0,1.0
29,29,29,5,7,2.2,2.0
30,30,30,1,6,2.0,1.0
31,31,31,5,7,3.2666666666666666,2.0
32,32,32,1,5,2.0,1.0
33,33,33,5,4,2.2,1.0
34,34,34,2,3,3.5,3.0
35,35,35,2,3,2.5,2.0
36,36,36,5,3,3.2666666666666666,2.0
37,37,37,1,3,2.0,1.0
38,38,38,4,3,2.7142857142857144,2.0
39,39,39,3,3,3.5,3.0
40,40,40,4,1,3.9444444444444446,4.0
41,41,41,2,5,3.5,2.0
42,42,42,2,4,2.0,1.0
43,43,43,1,4,3.0,2.0
44,44,44,2,3,2.5,1.0
45,45,45,3,3,3.5,3.0
46,46,46,3,3,2.3333333333333335,1.0
47,47,47,3,4,4.619047619047619,4.0
48,48,48,5,2,4.521739130434783,4.0
49,49,49,2,2,2.5,2.0
50,50,50,2,2,2.0,1.0
51,51,51,4,2,2.5,2.0
52,52,52,3,2,3.833333333333333,4.0
53,53,53,1,2,2.0,1.0
54,54,54,2,3,3.0,3.0
55,55,55,11,3,3.4,2.0
56,56,56,3,3,3.6,3.0
57,57,57,2,3,2.0,1.0
58,58,58,1,2,2.0,1.0
59,59,59,4,3,3.5,3.0
60,60,60,11,4,4.163934426229508,4.0
61,61,61,3,5,2.3333333333333335,2.0
62,62,62,2,5,2.0,1.0
63,63,63,13,4,3.928571428571429,4.0
64,64,64,2,4,4.2,4.0
65,65,65,3,4,2.3333333333333335,2.0
66,66,66,25,3,3.169811320754717,2.0
67,67,67,1,1,4.0,3.0
68,68,68,2,1,3.111111111111111,3.0
69,69,69,7,1,3.1764705882352944,2.0
70,70,70,14,1,4.157303370786517,4.0
71,71,71,9,1,4.075949367088608,4.0
72,72,72,2,1,3.625,3.0
73,73,73,16,1,2.857142857142857,2.0
74,74,74,7,0,4.117647058823529,4.0
75,75,75,7,0,4.268292682926829,4.0
76,76,76,18,0,4.1,3.0
77,77,77,1,0,3.0,2.0
78,78,78,11,0,4.365853658536585,4.0
