Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,5,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,8,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,1,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,5,1.0,0.0
11,11,11,0,9,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,6,1.0,0.0
16,16,16,0,5,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,6,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,7,1.0,0.0
21,21,21,0,3,1.0,0.0
22,22,22,1,3,2.0,1.0
23,23,23,1,2,2.0,1.0
24,24,24,2,2,2.0,1.0
25,25,25,1,1,2.0,1.0
26,26,26,3,3,3.0,2.0
27,27,27,4,2,2.0,1.0
28,28,28,3,3,2.0,1.0
29,29,29,1,3,2.0,1.0
30,30,30,3,5,2.0,1.0
31,31,31,1,6,2.0,1.0
32,32,32,3,7,2.0,1.0
33,33,33,1,6,3.0,2.0
34,34,34,1,4,4.0,3.0
35,35,35,1,5,2.0,1.0
36,36,36,1,6,2.0,1.0
37,37,37,2,7,2.75,2.0
38,38,38,3,7,2.0,1.0
39,39,39,1,9,3.0,2.0
40,40,40,2,8,3.428571428571429,3.0
41,41,41,2,5,2.0,1.0
42,42,42,2,5,2.0,1.0
43,43,43,1,7,2.0,1.0
44,44,44,1,6,3.0,2.0
45,45,45,1,6,4.0,3.0
46,46,46,27,7,3.9038461538461537,3.0
47,47,47,3,6,2.8,2.0
48,48,48,2,6,3.8,3.0
49,49,49,7,7,3.6,4.0
50,50,50,3,7,2.8,2.0
51,51,51,2,7,2.0,1.0
52,52,52,1,7,2.0,1.0
53,53,53,15,5,4.027272727272727,4.0
54,54,54,11,1,2.8947368421052633,2.0
55,55,55,8,1,3.6315789473684212,3.0
56,56,56,13,4,3.9642857142857144,4.0
57,57,57,2,0,2.75,2.0
58,58,58,12,0,3.458333333333333,3.0
59,59,59,2,0,4.2,5.0
60,60,60,23,0,3.431372549019608,2.0
61,61,61,1,0,3.8421052631578947,4.0
62,62,62,1,1,4.0,3.0
63,63,63,2,1,2.75,2.0
64,64,64,9,1,3.8695652173913047,4.0
65,65,65,6,0,3.0,2.0
66,66,66,1,0,2.0,1.0
67,67,67,2,1,4.2,5.0
68,68,68,2,1,4.2,5.0
69,69,69,3,3,2.8,2.0
70,70,70,3,3,4.2631578947368425,4.0
71,71,71,3,2,4.821428571428571,4.0
72,72,72,9,1,3.5454545454545454,3.0
73,73,73,2,1,2.5,2.0
74,74,74,20,1,3.955056179775281,4.0
75,75,75,2,1,2.0,1.0
76,76,76,2,1,4.5,4.0
77,77,77,11,0,2.3333333333333335,1.0
78,78,78,4,0,5.0,5.0
79,79,79,20,0,3.955056179775281,4.0
80,80,80,3,0,3.2,3.0
81,81,81,13,0,3.9642857142857144,4.0
82,82,82,2,0,2.0,1.0
83,83,83,6,0,4.5,5.0
84,84,84,6,0,4.081081081081081,5.0
