Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,2,1.0,0.0
5,5,5,0,2,1.0,0.0
6,6,6,0,2,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,0,4,1.0,0.0
27,27,27,0,2,1.0,0.0
28,28,28,0,1,1.0,0.0
29,29,29,0,1,1.0,0.0
30,30,30,4,3,2.0,1.0
31,31,31,1,5,2.0,1.0
32,32,32,2,4,2.8,2.0
33,33,33,1,2,2.0,1.0
34,34,34,3,2,2.0,1.0
35,35,35,1,3,3.0,2.0
36,36,36,1,4,2.0,1.0
37,37,37,2,6,2.0,1.0
38,38,38,1,4,3.0,2.0
39,39,39,2,3,2.0,1.0
40,40,40,1,4,2.0,1.0
41,41,41,1,4,2.0,1.0
42,42,42,2,5,3.5,3.0
43,43,43,2,4,2.0,1.0
44,44,44,3,4,4.125,4.0
45,45,45,1,6,3.0,2.0
46,46,46,5,6,2.0,1.0
47,47,47,2,7,3.0,3.0
48,48,48,3,6,3.25,3.0
49,49,49,4,8,4.470588235294118,4.0
50,50,50,11,8,3.9230769230769234,4.0
51,51,51,3,5,2.0,1.0
52,52,52,2,5,2.0,1.0
53,53,53,6,4,4.342857142857143,5.0
54,54,54,2,3,4.695652173913043,5.0
55,55,55,6,3,2.9,3.0
56,56,56,9,2,4.121951219512195,5.0
57,57,57,4,2,2.571428571428571,2.0
58,58,58,1,2,5.0,6.0
59,59,59,2,1,2.0,1.0
60,60,60,1,2,2.0,1.0
61,61,61,7,4,2.909090909090909,3.0
62,62,62,3,4,4.454545454545455,5.0
63,63,63,1,5,4.0,3.0
64,64,64,8,3,4.608695652173913,4.0
65,65,65,4,2,2.7142857142857144,2.0
66,66,66,4,2,4.392857142857142,5.0
67,67,67,2,2,2.0,1.0
68,68,68,1,1,5.0,4.0
69,69,69,2,1,3.2857142857142856,4.0
70,70,70,4,0,4.565217391304348,4.0
71,71,71,8,0,4.147058823529411,4.0
72,72,72,15,0,3.392857142857143,3.0
73,73,73,2,0,3.0,2.0
74,74,74,7,0,4.277777777777778,5.0
75,75,75,11,0,4.5375,4.0
76,76,76,2,0,4.304347826086957,5.0
77,77,77,17,1,4.482758620689655,4.0
78,78,78,2,1,4.541666666666666,5.0
79,79,79,4,0,4.608695652173913,4.0
80,80,80,9,0,4.648648648648649,4.0
81,81,81,22,1,4.390476190476191,4.0
82,82,82,7,2,2.9,3.0
83,83,83,1,2,3.0,2.0
84,84,84,3,2,4.35,4.0
85,85,85,4,0,4.216216216216216,4.0
86,86,86,5,0,4.488888888888889,4.0
