Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,2,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,2,1.0,0.0
5,5,5,0,5,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,7,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,10,1.0,0.0
12,12,12,0,10,1.0,0.0
13,13,13,0,9,1.0,0.0
14,14,14,0,9,1.0,0.0
15,15,15,0,9,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,1,5,2.0,1.0
26,26,26,1,4,3.0,2.0
27,27,27,2,6,2.0,1.0
28,28,28,1,5,2.0,1.0
29,29,29,1,5,3.0,2.0
30,30,30,2,5,2.5,1.0
31,31,31,1,4,3.0,2.0
32,32,32,1,5,4.0,3.0
33,33,33,2,6,3.5,3.0
34,34,34,2,9,2.0,1.0
35,35,35,2,8,3.666666666666667,4.0
36,36,36,1,9,2.0,1.0
37,37,37,6,9,2.2857142857142856,1.0
38,38,38,9,7,2.5,2.0
39,39,39,5,5,3.375,5.0
40,40,40,6,5,2.7142857142857144,3.0
41,41,41,2,6,2.5,1.0
42,42,42,2,6,2.0,1.0
43,43,43,3,6,3.142857142857143,3.0
44,44,44,5,6,3.375,5.0
45,45,45,3,6,3.782608695652174,3.0
46,46,46,1,6,3.0,2.0
47,47,47,3,5,3.782608695652174,3.0
48,48,48,1,5,4.5,4.0
49,49,49,10,1,3.083333333333333,3.0
50,50,50,2,1,3.1538461538461537,3.0
51,51,51,13,2,4.135135135135135,3.0
52,52,52,8,2,3.0,5.0
53,53,53,2,1,3.1538461538461537,3.0
54,54,54,7,2,3.25,3.0
55,55,55,10,1,4.189655172413794,4.0
56,56,56,13,1,3.0666666666666664,3.0
57,57,57,1,1,3.0,2.0
58,58,58,5,1,4.157894736842105,4.0
59,59,59,3,1,4.107142857142858,4.0
60,60,60,3,1,4.107142857142858,4.0
61,61,61,5,1,3.375,5.0
62,62,62,2,2,4.5,4.0
63,63,63,1,2,3.0,2.0
64,64,64,6,2,3.142857142857143,4.0
65,65,65,2,1,4.5,4.0
66,66,66,13,1,3.873239436619718,3.0
67,67,67,1,1,3.0,2.0
68,68,68,1,1,3.0,2.0
69,69,69,10,1,3.0,3.0
70,70,70,4,2,4.27027027027027,4.0
71,71,71,11,2,3.333333333333333,3.0
72,72,72,3,0,4.720000000000001,5.0
73,73,73,8,1,3.0,5.0
74,74,74,7,1,4.121951219512195,4.0
75,75,75,15,0,2.5625,1.0
76,76,76,4,0,4.159090909090909,4.0
77,77,77,2,0,4.478260869565217,5.0
78,78,78,8,0,3.0,5.0
79,79,79,6,0,2.571428571428571,3.0
80,80,80,6,0,3.7,4.0
81,81,81,1,0,3.666666666666667,4.0
82,82,82,8,0,4.071428571428571,4.0
83,83,83,19,0,4.408839779005525,3.0
84,84,84,2,0,4.4399999999999995,5.0
