sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,3,1.0,0.0,0.5918367346938775,0.0,1.0,0.5918367346938775,0.0
2,2,0,9,1.0,0.0,1.2608695652173914,0.0,1.0,1.2608695652173914,0.0
3,3,0,8,1.0,0.0,1.3181818181818181,0.0,1.0,1.3181818181818181,0.0
4,4,0,9,1.0,0.0,1.380952380952381,0.0,1.0,1.380952380952381,0.0
5,5,0,7,1.0,0.0,1.1153846153846154,0.0,1.0,1.1153846153846154,0.0
6,6,0,2,1.0,0.0,4.833333333333333,0.0,1.0,4.833333333333333,0.0
7,7,1,9,2.0,1.0,1.2608695652173914,29.0,2.0,1.2608695652173914,29.0
8,8,2,5,2.5,2.0,2.230769230769231,7.25,2.5,2.230769230769231,7.25
9,9,4,5,2.25,2.0,2.230769230769231,4.833333333333333,2.25,2.230769230769231,4.833333333333333
10,10,1,6,2.0,1.0,1.2608695652173914,29.0,2.0,1.2608695652173914,29.0
11,11,4,4,3.125,2.0,3.625,2.0714285714285716,3.125,3.625,2.0714285714285716
12,12,1,0,3.8,3.0,0.0,1.2083333333333333,3.8,0.0,1.2083333333333333
13,13,1,2,2.0,1.0,2.4166666666666665,29.0,2.0,2.4166666666666665,29.0
14,14,2,3,2.5,2.0,3.2222222222222223,7.25,2.5,3.2222222222222223,7.25
15,15,4,3,3.833333333333333,3.0,4.833333333333333,2.9,3.833333333333333,4.833333333333333,2.9
16,16,1,3,3.0,2.0,4.142857142857143,9.666666666666666,3.0,4.142857142857143,9.666666666666666
17,17,4,3,4.142857142857142,4.0,14.5,1.7058823529411764,4.142857142857142,14.5,1.7058823529411764
18,18,1,2,3.5,3.0,14.5,3.625,3.5,14.5,3.625
19,19,4,2,2.25,2.0,14.5,4.833333333333333,2.25,14.5,4.833333333333333
20,20,9,2,3.1176470588235294,2.0,14.5,2.6363636363636362,3.1176470588235294,14.5,2.6363636363636362
21,21,10,1,3.0555555555555554,1.0,29.0,2.9,3.0555555555555554,29.0,2.9
22,22,8,1,2.8333333333333335,2.0,29.0,2.9,2.8333333333333335,29.0,2.9
23,23,4,1,2.25,2.0,29.0,4.833333333333333,2.25,29.0,4.833333333333333
24,24,4,1,3.7142857142857144,3.0,29.0,0.8055555555555556,3.7142857142857144,29.0,0.8055555555555556
25,25,5,1,3.0,2.0,29.0,2.230769230769231,3.0,29.0,2.230769230769231
26,26,1,1,3.8,3.0,29.0,1.2083333333333333,3.8,29.0,1.2083333333333333
27,27,4,1,2.25,2.0,29.0,4.833333333333333,2.25,29.0,4.833333333333333
28,28,13,1,3.6724137931034484,3.0,0.0,0.6744186046511628,3.6724137931034484,0.0,0.6744186046511628
29,29,4,1,2.25,2.0,29.0,4.833333333333333,2.25,29.0,4.833333333333333
30,30,4,0,3.666666666666667,3.0,0.0,2.230769230769231,3.666666666666667,0.0,2.230769230769231
