sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,1,1.0,0.0,3.625,0.0,1.0,3.625,0.0
2,2,0,3,1.0,0.0,1.7058823529411764,0.0,1.0,1.7058823529411764,0.0
3,3,0,2,1.0,0.0,3.625,0.0,1.0,3.625,0.0
4,4,0,2,1.0,0.0,7.25,0.0,1.0,7.25,0.0
5,5,0,3,1.0,0.0,5.8,0.0,1.0,5.8,0.0
6,6,0,3,1.0,0.0,5.8,0.0,1.0,5.8,0.0
7,7,0,4,1.0,0.0,4.833333333333333,0.0,1.0,4.833333333333333,0.0
8,8,0,3,1.0,0.0,5.8,0.0,1.0,5.8,0.0
9,9,0,5,1.0,0.0,3.2222222222222223,0.0,1.0,3.2222222222222223,0.0
10,10,0,5,1.0,0.0,2.4166666666666665,0.0,1.0,2.4166666666666665,0.0
11,11,0,3,1.0,0.0,1.7058823529411764,0.0,1.0,1.7058823529411764,0.0
12,12,0,1,1.0,0.0,29.0,0.0,1.0,29.0,0.0
13,13,1,4,2.0,1.0,4.833333333333333,29.0,2.0,4.833333333333333,29.0
14,14,3,4,2.5,1.0,2.9,14.5,2.5,2.9,14.5
15,15,3,2,2.0,1.0,7.25,9.666666666666666,2.0,7.25,9.666666666666666
16,16,2,2,2.6666666666666665,2.0,7.25,7.25,2.6666666666666665,7.25,7.25
17,17,1,2,2.0,1.0,14.5,29.0,2.0,14.5,29.0
18,18,7,1,2.142857142857143,2.0,29.0,3.2222222222222223,2.142857142857143,29.0,3.2222222222222223
19,19,5,1,2.0,1.0,29.0,5.8,2.0,29.0,5.8
20,20,3,1,3.166666666666667,3.0,29.0,1.6111111111111112,3.166666666666667,29.0,1.6111111111111112
21,21,4,0,3.4210526315789473,4.0,0.0,0.7435897435897436,3.4210526315789473,0.0,0.7435897435897436
22,22,6,0,2.4285714285714284,2.0,0.0,2.9,2.4285714285714284,0.0,2.9
23,23,2,0,2.0,1.0,0.0,14.5,2.0,0.0,14.5
24,24,1,0,2.0,1.0,0.0,29.0,2.0,0.0,29.0
25,25,1,0,3.0,2.0,0.0,4.142857142857143,3.0,0.0,4.142857142857143
26,26,1,0,2.0,1.0,0.0,29.0,2.0,0.0,29.0
27,27,4,0,2.25,2.0,0.0,4.833333333333333,2.25,0.0,4.833333333333333
28,28,1,0,3.5,3.0,0.0,3.625,3.5,0.0,3.625
29,29,3,0,2.5,1.0,0.0,9.666666666666666,2.5,0.0,9.666666666666666
30,30,4,0,2.25,2.0,0.0,4.833333333333333,2.25,0.0,4.833333333333333
