sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,6,1.0,0.0,0.7837837837837838,0.0,1.0,0.7837837837837838,0.0
2,2,0,5,1.0,0.0,1.16,0.0,1.0,1.16,0.0
3,3,0,5,1.0,0.0,1.16,0.0,1.0,1.16,0.0
4,4,0,5,1.0,0.0,1.5263157894736843,0.0,1.0,1.5263157894736843,0.0
5,5,0,4,1.0,0.0,1.0740740740740742,0.0,1.0,1.0740740740740742,0.0
6,6,0,6,1.0,0.0,1.1153846153846154,0.0,1.0,1.1153846153846154,0.0
7,7,0,1,1.0,0.0,9.666666666666666,0.0,1.0,9.666666666666666,0.0
8,8,0,3,1.0,0.0,4.142857142857143,0.0,1.0,4.142857142857143,0.0
9,9,0,1,1.0,0.0,9.666666666666666,0.0,1.0,9.666666666666666,0.0
10,10,1,6,2.0,1.0,0.90625,29.0,2.0,0.90625,29.0
11,11,4,5,2.25,1.0,1.3181818181818181,7.25,2.25,1.3181818181818181,7.25
12,12,1,4,3.0,2.0,1.6111111111111112,3.2222222222222223,3.0,1.6111111111111112,3.2222222222222223
13,13,3,6,2.5,1.0,1.380952380952381,14.5,2.5,1.380952380952381,14.5
14,14,2,3,2.5,1.0,1.7058823529411764,14.5,2.5,1.7058823529411764,14.5
15,15,3,2,2.75,2.0,7.25,3.2222222222222223,2.75,7.25,3.2222222222222223
16,16,1,1,3.666666666666667,3.0,9.666666666666666,1.8125,3.666666666666667,9.666666666666666,1.8125
17,17,1,1,2.0,1.0,9.666666666666666,29.0,2.0,9.666666666666666,29.0
18,18,2,1,2.6666666666666665,2.0,9.666666666666666,7.25,2.6666666666666665,9.666666666666666,7.25
19,19,7,2,2.909090909090909,2.0,3.625,3.2222222222222223,2.909090909090909,3.625,3.2222222222222223
20,20,2,2,3.0,2.0,3.625,2.9,3.0,3.625,2.9
21,21,4,4,3.6875,3.0,5.8,1.0740740740740742,3.6875,5.8,1.0740740740740742
22,22,3,3,4.4,4.0,7.25,0.7073170731707317,4.4,7.25,0.7073170731707317
23,23,8,1,3.466666666666667,3.0,29.0,1.45,3.466666666666667,29.0,1.45
24,24,7,1,2.909090909090909,1.0,9.666666666666666,4.142857142857143,2.909090909090909,9.666666666666666,4.142857142857143
25,25,10,1,2.8,1.0,9.666666666666666,2.9,2.8,9.666666666666666,2.9
26,26,3,1,4.166666666666666,3.0,0.0,0.5087719298245614,4.166666666666666,0.0,0.5087719298245614
27,27,8,1,3.9259259259259256,3.0,29.0,0.9354838709677419,3.9259259259259256,29.0,0.9354838709677419
28,28,3,1,2.909090909090909,2.0,29.0,1.2608695652173914,2.909090909090909,29.0,1.2608695652173914
29,29,6,0,2.5,1.0,0.0,4.833333333333333,2.5,0.0,4.833333333333333
30,30,3,0,4.35,3.0,0.0,0.725,4.35,0.0,0.725
