sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,3,1.0,0.0,0.48333333333333334,0.0,1.0,0.48333333333333334,0.0
2,2,0,2,1.0,0.0,0.6744186046511628,0.0,1.0,0.6744186046511628,0.0
3,3,0,2,1.0,0.0,0.6744186046511628,0.0,1.0,0.6744186046511628,0.0
4,4,0,3,1.0,0.0,0.7073170731707317,0.0,1.0,0.7073170731707317,0.0
5,5,0,4,1.0,0.0,0.90625,0.0,1.0,0.90625,0.0
6,6,0,5,1.0,0.0,3.2222222222222223,0.0,1.0,3.2222222222222223,0.0
7,7,2,1,2.5,1.0,0.0,29.0,2.5,0.0,29.0
8,8,1,2,2.0,1.0,0.6744186046511628,29.0,2.0,0.6744186046511628,29.0
9,9,2,4,2.5,1.0,0.9354838709677419,29.0,2.5,0.9354838709677419,29.0
10,10,1,5,2.0,1.0,0.8055555555555556,29.0,2.0,0.8055555555555556,29.0
11,11,3,5,3.5555555555555554,2.0,1.0740740740740742,2.4166666666666665,3.5555555555555554,1.0740740740740742,2.4166666666666665
12,12,4,4,2.25,2.0,0.8529411764705882,4.833333333333333,2.25,0.8529411764705882,4.833333333333333
13,13,3,7,2.6666666666666665,2.0,1.380952380952381,5.8,2.6666666666666665,1.380952380952381,5.8
14,14,1,7,4.0,3.0,1.7058823529411764,1.45,4.0,1.7058823529411764,1.45
15,15,2,7,3.333333333333333,3.0,1.9333333333333333,1.5263157894736843,3.333333333333333,1.9333333333333333,1.5263157894736843
16,16,1,8,5.0,4.0,2.0714285714285716,1.0,5.0,2.0714285714285716,1.0
17,17,5,8,5.0,4.0,2.230769230769231,0.8285714285714286,5.0,2.230769230769231,0.8285714285714286
18,18,5,7,4.9,3.0,2.230769230769231,0.9666666666666667,4.9,2.230769230769231,0.9666666666666667
19,19,4,5,5.0,4.0,3.2222222222222223,0.7631578947368421,5.0,3.2222222222222223,0.7631578947368421
20,20,8,5,4.838709677419355,3.0,4.142857142857143,0.8787878787878788,4.838709677419355,4.142857142857143,0.8787878787878788
21,21,1,4,3.5,3.0,4.833333333333333,2.9,3.5,4.833333333333333,2.9
22,22,8,4,3.0,2.0,4.833333333333333,2.4166666666666665,3.0,4.833333333333333,2.4166666666666665
23,23,15,3,4.351351351351351,3.0,14.5,0.6744186046511628,4.351351351351351,14.5,0.6744186046511628
24,24,5,2,4.210526315789474,3.0,7.25,0.7435897435897436,4.210526315789474,7.25,0.7435897435897436
25,25,6,2,4.88,3.0,7.25,0.9354838709677419,4.88,7.25,0.9354838709677419
26,26,4,2,4.0,3.0,14.5,0.5272727272727272,4.0,14.5,0.5272727272727272
27,27,15,2,4.408163265306122,2.0,7.25,1.2608695652173914,4.408163265306122,7.25,1.2608695652173914
28,28,8,2,4.108695652173913,3.0,9.666666666666666,0.5471698113207547,4.108695652173913,9.666666666666666,0.5471698113207547
29,29,12,2,4.543478260869565,2.0,7.25,1.1153846153846154,4.543478260869565,7.25,1.1153846153846154
30,30,2,1,3.571428571428571,3.0,4.833333333333333,1.1153846153846154,3.571428571428571,4.833333333333333,1.1153846153846154
