sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,5,1.0,0.0,0.5510204081632653,0.0,1.0,0.5510204081632653,0.0
2,2,0,4,1.0,0.0,0.627906976744186,0.0,1.0,0.627906976744186,0.0
3,3,0,4,1.0,0.0,0.9,0.0,1.0,0.9,0.0
4,4,0,4,1.0,0.0,0.9,0.0,1.0,0.9,0.0
5,5,0,1,1.0,0.0,27.0,0.0,1.0,27.0,0.0
6,6,2,4,2.5,1.0,0.574468085106383,27.0,2.5,0.574468085106383,27.0
7,7,1,6,2.0,1.0,0.6585365853658537,27.0,2.0,0.6585365853658537,27.0
8,8,3,6,2.6666666666666665,1.0,0.7941176470588235,9.0,2.6666666666666665,0.7941176470588235,9.0
9,9,3,6,2.6666666666666665,2.0,1.0,3.857142857142857,2.6666666666666665,1.0,3.857142857142857
10,10,3,6,2.6666666666666665,1.0,1.2272727272727273,9.0,2.6666666666666665,1.2272727272727273,9.0
11,11,7,7,3.357142857142857,2.0,1.35,1.5,3.357142857142857,1.35,1.5
12,12,6,8,4.105263157894736,2.0,1.4210526315789473,1.4210526315789473,4.105263157894736,1.4210526315789473,1.4210526315789473
13,13,3,7,3.666666666666667,3.0,1.5,1.2272727272727273,3.666666666666667,1.5,1.2272727272727273
14,14,1,5,4.25,4.0,1.35,0.84375,4.25,1.35,0.84375
15,15,2,4,4.125,3.0,2.4545454545454546,0.8709677419354839,4.125,2.4545454545454546,0.8709677419354839
16,16,4,3,3.6363636363636367,2.0,3.375,1.2272727272727273,3.6363636363636367,3.375,1.2272727272727273
17,17,3,1,2.6666666666666665,2.0,9.0,3.857142857142857,2.6666666666666665,9.0,3.857142857142857
18,18,7,0,4.279999999999999,3.0,0.0,1.125,4.279999999999999,0.0,1.125
19,19,4,0,2.8,2.0,0.0,2.25,2.8,0.0,2.25
20,20,4,1,2.8,2.0,27.0,2.25,2.8,27.0,2.25
21,21,4,1,2.5,1.0,27.0,6.75,2.5,27.0,6.75
22,22,4,1,4.071428571428571,3.0,0.0,0.7941176470588235,4.071428571428571,0.0,0.7941176470588235
23,23,3,1,4.833333333333334,4.0,27.0,0.7941176470588235,4.833333333333334,27.0,0.7941176470588235
24,24,13,1,3.9375,2.0,9.0,1.588235294117647,3.9375,9.0,1.588235294117647
25,25,6,1,4.333333333333334,3.0,9.0,0.9642857142857143,4.333333333333334,9.0,0.9642857142857143
26,26,2,1,3.875,3.0,27.0,0.7941176470588235,3.875,27.0,0.7941176470588235
27,27,1,1,3.5,3.0,27.0,2.076923076923077,3.5,27.0,2.076923076923077
28,28,4,1,4.333333333333334,4.0,0.0,0.48214285714285715,4.333333333333334,0.0,0.48214285714285715
