sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,3,1.0,0.0,0.48333333333333334,0.0,1.0,0.48333333333333334,0.0
2,2,0,6,1.0,0.0,0.8055555555555556,0.0,1.0,0.8055555555555556,0.0
3,3,0,4,1.0,0.0,4.833333333333333,0.0,1.0,4.833333333333333,0.0
4,4,0,1,1.0,0.0,29.0,0.0,1.0,29.0,0.0
5,5,0,3,1.0,0.0,9.666666666666666,0.0,1.0,9.666666666666666,0.0
6,6,1,6,2.0,1.0,0.6590909090909091,29.0,2.0,0.6590909090909091,29.0
7,7,2,6,3.5,2.0,0.7837837837837838,9.666666666666666,3.5,0.7837837837837838,9.666666666666666
8,8,1,6,2.0,1.0,0.8055555555555556,29.0,2.0,0.8055555555555556,29.0
9,9,3,7,3.0,2.0,1.0357142857142858,4.142857142857143,3.0,1.0357142857142858,4.142857142857143
10,10,2,5,4.0,3.0,1.1153846153846154,2.230769230769231,4.0,1.1153846153846154,2.230769230769231
11,11,2,5,2.5,1.0,1.0740740740740742,14.5,2.5,1.0740740740740742,14.5
12,12,1,3,3.5,3.0,1.16,2.230769230769231,3.5,1.16,2.230769230769231
13,13,2,2,4.5,3.0,9.666666666666666,1.2083333333333333,4.5,9.666666666666666,1.2083333333333333
14,14,4,3,4.0,2.0,3.2222222222222223,2.0714285714285716,4.0,3.2222222222222223,2.0714285714285716
15,15,1,1,3.0,2.0,4.142857142857143,5.8,3.0,4.142857142857143,5.8
16,16,4,2,3.0,2.0,3.625,4.833333333333333,3.0,3.625,4.833333333333333
17,17,8,6,3.6363636363636367,2.0,2.4166666666666665,2.9,3.6363636363636367,2.4166666666666665,2.9
18,18,3,5,3.8,2.0,3.2222222222222223,2.230769230769231,3.8,3.2222222222222223,2.230769230769231
19,19,4,4,3.625,3.0,5.8,1.3181818181818181,3.625,5.8,1.3181818181818181
20,20,4,1,3.0,2.0,29.0,4.833333333333333,3.0,29.0,4.833333333333333
21,21,4,3,3.7142857142857144,3.0,9.666666666666666,1.2608695652173914,3.7142857142857144,9.666666666666666,1.2608695652173914
22,22,4,2,3.625,3.0,14.5,1.2608695652173914,3.625,14.5,1.2608695652173914
23,23,5,2,3.166666666666667,2.0,14.5,4.142857142857143,3.166666666666667,14.5,4.142857142857143
24,24,4,1,3.625,3.0,29.0,1.2608695652173914,3.625,29.0,1.2608695652173914
25,25,8,1,3.9230769230769234,2.0,29.0,2.0714285714285716,3.9230769230769234,29.0,2.0714285714285716
26,26,4,0,3.75,3.0,0.0,0.725,3.75,0.0,0.725
27,27,2,0,3.666666666666667,4.0,0.0,0.7631578947368421,3.666666666666667,0.0,0.7631578947368421
28,28,2,0,3.75,3.0,0.0,1.380952380952381,3.75,0.0,1.380952380952381
29,29,3,0,3.666666666666667,3.0,0.0,1.3181818181818181,3.666666666666667,0.0,1.3181818181818181
30,30,10,0,3.6,3.0,0.0,0.7073170731707317,3.6,0.0,0.7073170731707317
