sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,1,1.0,0.0,1.8125,0.0,1.0,1.8125,0.0
2,2,0,2,1.0,0.0,0.6041666666666666,0.0,1.0,0.6041666666666666,0.0
3,3,0,2,1.0,0.0,1.7058823529411764,0.0,1.0,1.7058823529411764,0.0
4,4,0,2,1.0,0.0,1.7058823529411764,0.0,1.0,1.7058823529411764,0.0
5,5,0,5,1.0,0.0,1.2083333333333333,0.0,1.0,1.2083333333333333,0.0
6,6,0,3,1.0,0.0,1.3181818181818181,0.0,1.0,1.3181818181818181,0.0
7,7,0,2,1.0,0.0,2.9,0.0,1.0,2.9,0.0
8,8,0,3,1.0,0.0,3.2222222222222223,0.0,1.0,3.2222222222222223,0.0
9,9,0,4,1.0,0.0,3.625,0.0,1.0,3.625,0.0
10,10,0,4,1.0,0.0,7.25,0.0,1.0,7.25,0.0
11,11,1,3,2.0,1.0,0.8285714285714286,29.0,2.0,0.8285714285714286,29.0
12,12,1,5,3.0,2.0,1.2083333333333333,9.666666666666666,3.0,1.2083333333333333,9.666666666666666
13,13,3,5,2.6666666666666665,3.0,2.230769230769231,3.625,2.6666666666666665,2.230769230769231,3.625
14,14,2,2,3.0,3.0,2.9,4.142857142857143,3.0,2.9,4.142857142857143
15,15,1,2,3.666666666666667,4.0,2.9,2.0714285714285716,3.666666666666667,2.9,2.0714285714285716
16,16,1,2,2.0,1.0,2.9,29.0,2.0,2.9,29.0
17,17,2,2,2.0,1.0,2.9,14.5,2.0,2.9,14.5
18,18,2,2,3.0,3.0,2.9,4.142857142857143,3.0,2.9,4.142857142857143
19,19,5,3,2.2,1.0,3.2222222222222223,5.8,2.2,3.2222222222222223,5.8
20,20,3,5,2.6666666666666665,3.0,4.142857142857143,3.625,2.6666666666666665,4.142857142857143,3.625
21,21,11,4,3.4347826086956523,2.0,4.833333333333333,1.0740740740740742,3.4347826086956523,4.833333333333333,1.0740740740740742
22,22,2,4,3.0,3.0,4.833333333333333,4.142857142857143,3.0,4.833333333333333,4.142857142857143
23,23,1,4,3.666666666666667,4.0,7.25,2.0714285714285716,3.666666666666667,7.25,2.0714285714285716
24,24,1,4,3.0,2.0,7.25,9.666666666666666,3.0,7.25,9.666666666666666
25,25,1,4,3.666666666666667,4.0,7.25,2.0714285714285716,3.666666666666667,7.25,2.0714285714285716
26,26,4,4,3.6,3.0,7.25,0.6744186046511628,3.6,7.25,0.6744186046511628
27,27,10,4,4.0,3.0,9.666666666666666,0.5686274509803921,4.0,9.666666666666666,0.5686274509803921
28,28,21,4,3.814814814814815,2.0,9.666666666666666,0.8055555555555556,3.814814814814815,9.666666666666666,0.8055555555555556
29,29,14,2,3.835820895522388,2.0,5.8,0.6744186046511628,3.835820895522388,5.8,0.6744186046511628
30,30,7,0,4.108108108108108,3.0,0.0,0.5,4.108108108108108,0.0,0.5
