sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,2,1.0,0.0,1.2272727272727273,0.0,1.0,1.2272727272727273,0.0
2,2,0,3,1.0,0.0,1.5,0.0,1.0,1.5,0.0
3,3,0,6,1.0,0.0,1.173913043478261,0.0,1.0,1.173913043478261,0.0
4,4,0,7,1.0,0.0,1.0384615384615385,0.0,1.0,1.0384615384615385,0.0
5,5,0,5,1.0,0.0,1.9285714285714286,0.0,1.0,1.9285714285714286,0.0
6,6,0,2,1.0,0.0,4.5,0.0,1.0,4.5,0.0
7,7,0,2,1.0,0.0,13.5,0.0,1.0,13.5,0.0
8,8,0,1,1.0,0.0,27.0,0.0,1.0,27.0,0.0
9,9,1,5,2.0,1.0,1.9285714285714286,27.0,2.0,1.9285714285714286,27.0
10,10,2,6,2.0,1.0,1.8,13.5,2.0,1.8,13.5
11,11,1,7,2.0,1.0,2.076923076923077,27.0,2.0,2.076923076923077,27.0
12,12,2,5,2.0,1.0,3.0,13.5,2.0,3.0,13.5
13,13,1,3,2.0,1.0,3.857142857142857,27.0,2.0,3.857142857142857,27.0
14,14,1,5,2.0,1.0,3.0,27.0,2.0,3.0,27.0
15,15,8,3,3.5,2.0,6.75,1.2857142857142858,3.5,6.75,1.2857142857142858
16,16,7,2,2.888888888888889,2.0,4.5,1.8,2.888888888888889,4.5,1.8
17,17,1,3,3.0,2.0,3.857142857142857,9.0,3.0,3.857142857142857,9.0
18,18,6,0,2.75,2.0,0.0,2.25,2.75,0.0,2.25
19,19,8,1,2.4444444444444446,1.0,9.0,3.375,2.4444444444444446,9.0,3.375
20,20,1,2,2.0,1.0,13.5,27.0,2.0,13.5,27.0
21,21,1,1,2.0,1.0,27.0,27.0,2.0,27.0,27.0
22,22,4,1,2.8,2.0,27.0,2.7,2.8,27.0,2.7
23,23,3,1,3.0,2.0,27.0,2.4545454545454546,3.0,27.0,2.4545454545454546
24,24,2,1,3.7142857142857144,3.0,27.0,0.7941176470588235,3.7142857142857144,27.0,0.7941176470588235
25,25,14,1,3.2,2.0,27.0,1.6875,3.2,27.0,1.6875
26,26,3,1,2.857142857142857,2.0,27.0,1.4210526315789473,2.857142857142857,27.0,1.4210526315789473
27,27,1,1,4.0,3.0,27.0,4.5,4.0,27.0,4.5
28,28,11,1,3.769230769230769,3.0,0.0,0.627906976744186,3.769230769230769,0.0,0.627906976744186
