sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,3,1.0,0.0,0.5087719298245614,0.0,1.0,0.5087719298245614,0.0
2,2,0,9,1.0,0.0,0.8787878787878788,0.0,1.0,0.8787878787878788,0.0
3,3,0,7,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4,4,0,4,1.0,0.0,1.45,0.0,1.0,1.45,0.0
5,5,0,3,1.0,0.0,4.142857142857143,0.0,1.0,4.142857142857143,0.0
6,6,1,5,2.0,1.0,0.6170212765957447,29.0,2.0,0.6170212765957447,29.0
7,7,2,5,3.5,2.0,0.6304347826086957,9.666666666666666,3.5,0.6304347826086957,9.666666666666666
8,8,3,6,3.0,1.0,0.7837837837837838,9.666666666666666,3.0,0.7837837837837838,9.666666666666666
9,9,1,6,3.0,2.0,0.90625,4.142857142857143,3.0,0.90625,4.142857142857143
10,10,1,7,2.0,1.0,1.0,29.0,2.0,1.0,29.0
11,11,2,5,3.5,2.0,1.2083333333333333,7.25,3.5,1.2083333333333333,7.25
12,12,3,5,2.3333333333333335,1.0,1.2083333333333333,9.666666666666666,2.3333333333333335,1.2083333333333333,9.666666666666666
13,13,8,4,3.4705882352941178,3.0,1.3181818181818181,1.2083333333333333,3.4705882352941178,1.3181818181818181,1.2083333333333333
14,14,2,4,3.5,2.0,1.45,3.625,3.5,1.45,3.625
15,15,7,3,3.0,2.0,1.2083333333333333,2.230769230769231,3.0,1.2083333333333333,2.230769230769231
16,16,12,5,3.333333333333333,3.0,1.7058823529411764,1.45,3.333333333333333,1.7058823529411764,1.45
17,17,1,4,2.0,1.0,1.45,29.0,2.0,1.45,29.0
18,18,3,3,3.166666666666667,4.0,2.9,0.8529411764705882,3.166666666666667,2.9,0.8529411764705882
19,19,1,3,4.0,3.0,4.142857142857143,2.0714285714285716,4.0,4.142857142857143,2.0714285714285716
20,20,4,4,4.666666666666666,4.0,5.8,0.46774193548387094,4.666666666666666,5.8,0.46774193548387094
21,21,5,3,4.5625,4.0,4.833333333333333,0.5686274509803921,4.5625,4.833333333333333,0.5686274509803921
22,22,1,1,5.2,5.0,29.0,0.3493975903614458,5.2,29.0,0.3493975903614458
23,23,4,1,3.6,4.0,29.0,0.8285714285714286,3.6,29.0,0.8285714285714286
24,24,5,1,4.761904761904762,5.0,0.0,0.4915254237288136,4.761904761904762,0.0,0.4915254237288136
25,25,3,1,2.3333333333333335,1.0,29.0,9.666666666666666,2.3333333333333335,29.0,9.666666666666666
26,26,3,1,3.0,2.0,29.0,3.2222222222222223,3.0,29.0,3.2222222222222223
27,27,3,1,3.5,2.0,0.0,1.6111111111111112,3.5,0.0,1.6111111111111112
28,28,8,1,2.875,1.0,29.0,3.625,2.875,29.0,3.625
29,29,19,0,3.7142857142857144,2.0,0.0,1.2608695652173914,3.7142857142857144,0.0,1.2608695652173914
30,30,3,0,3.7142857142857144,3.0,0.0,0.8529411764705882,3.7142857142857144,0.0,0.8529411764705882
