sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,2,1.0,0.0,2.4166666666666665,0.0,1.0,2.4166666666666665,0.0
2,2,0,6,1.0,0.0,0.7073170731707317,0.0,1.0,0.7073170731707317,0.0
3,3,0,4,1.0,0.0,0.7837837837837838,0.0,1.0,0.7837837837837838,0.0
4,4,0,3,1.0,0.0,0.8055555555555556,0.0,1.0,0.8055555555555556,0.0
5,5,0,3,1.0,0.0,1.380952380952381,0.0,1.0,1.380952380952381,0.0
6,6,0,5,1.0,0.0,2.230769230769231,0.0,1.0,2.230769230769231,0.0
7,7,0,5,1.0,0.0,2.230769230769231,0.0,1.0,2.230769230769231,0.0
8,8,0,1,1.0,0.0,29.0,0.0,1.0,29.0,0.0
9,9,0,2,1.0,0.0,14.5,0.0,1.0,14.5,0.0
10,10,3,6,2.0,1.0,1.3181818181818181,9.666666666666666,2.0,1.3181818181818181,9.666666666666666
11,11,1,6,3.0,2.0,2.0714285714285716,4.142857142857143,3.0,2.0714285714285716,4.142857142857143
12,12,2,5,2.75,2.0,2.230769230769231,3.625,2.75,2.230769230769231,3.625
13,13,6,2,2.9,2.0,4.833333333333333,3.625,2.9,4.833333333333333,3.625
14,14,2,2,2.0,1.0,4.833333333333333,14.5,2.0,4.833333333333333,14.5
15,15,1,3,2.0,1.0,2.6363636363636362,29.0,2.0,2.6363636363636362,29.0
16,16,2,1,3.4,3.0,29.0,1.9333333333333333,3.4,29.0,1.9333333333333333
17,17,2,1,2.0,1.0,29.0,14.5,2.0,29.0,14.5
18,18,2,0,2.0,1.0,0.0,14.5,2.0,0.0,14.5
19,19,1,2,3.0,2.0,4.833333333333333,9.666666666666666,3.0,4.833333333333333,9.666666666666666
20,20,4,2,3.4444444444444446,3.0,4.833333333333333,1.7058823529411764,3.4444444444444446,4.833333333333333,1.7058823529411764
21,21,1,2,4.0,3.0,14.5,2.4166666666666665,4.0,14.5,2.4166666666666665
22,22,2,2,4.142857142857142,4.0,14.5,1.0,4.142857142857142,14.5,1.0
23,23,7,2,4.410256410256411,3.0,29.0,0.725,4.410256410256411,29.0,0.725
24,24,7,2,4.410256410256411,3.0,29.0,0.725,4.410256410256411,29.0,0.725
25,25,2,2,4.142857142857142,4.0,14.5,1.0,4.142857142857142,14.5,1.0
26,26,9,2,3.1904761904761907,2.0,14.5,1.7058823529411764,3.1904761904761907,14.5,1.7058823529411764
27,27,5,0,3.333333333333333,2.0,0.0,2.230769230769231,3.333333333333333,0.0,2.230769230769231
28,28,2,0,2.0,1.0,0.0,14.5,2.0,0.0,14.5
29,29,11,0,3.392857142857143,2.0,0.0,1.380952380952381,3.392857142857143,0.0,1.380952380952381
30,30,1,0,2.0,1.0,0.0,29.0,2.0,0.0,29.0
