sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,1,1.0,0.0,0.9666666666666667,0.0,1.0,0.9666666666666667,0.0
2,2,0,4,1.0,0.0,1.0740740740740742,0.0,1.0,1.0740740740740742,0.0
3,3,0,2,1.0,0.0,4.142857142857143,0.0,1.0,4.142857142857143,0.0
4,4,0,3,1.0,0.0,0.8529411764705882,0.0,1.0,0.8529411764705882,0.0
5,5,0,6,1.0,0.0,1.45,0.0,1.0,1.45,0.0
6,6,0,7,1.0,0.0,2.230769230769231,0.0,1.0,2.230769230769231,0.0
7,7,0,2,1.0,0.0,7.25,0.0,1.0,7.25,0.0
8,8,0,1,1.0,0.0,29.0,0.0,1.0,29.0,0.0
9,9,2,4,2.5,1.0,1.1153846153846154,29.0,2.5,1.1153846153846154,29.0
10,10,1,7,2.0,1.0,1.380952380952381,29.0,2.0,1.380952380952381,29.0
11,11,3,6,3.0,2.0,1.5263157894736843,7.25,3.0,1.5263157894736843,7.25
12,12,1,4,2.0,1.0,1.6111111111111112,29.0,2.0,1.6111111111111112,29.0
13,13,2,4,2.5,1.0,1.6111111111111112,14.5,2.5,1.6111111111111112,14.5
14,14,2,6,2.5,1.0,2.0714285714285716,14.5,2.5,2.0714285714285716,14.5
15,15,5,7,3.0,2.0,2.230769230769231,2.230769230769231,3.0,2.230769230769231,2.230769230769231
16,16,8,5,3.166666666666667,2.0,4.142857142857143,1.8125,3.166666666666667,4.142857142857143,1.8125
17,17,2,5,2.5,1.0,4.142857142857143,14.5,2.5,4.142857142857143,14.5
18,18,1,3,2.0,1.0,5.8,29.0,2.0,5.8,29.0
19,19,3,2,3.333333333333333,3.0,7.25,1.2608695652173914,3.333333333333333,7.25,1.2608695652173914
20,20,5,2,3.416666666666667,3.0,7.25,1.1153846153846154,3.416666666666667,7.25,1.1153846153846154
21,21,3,2,3.333333333333333,3.0,7.25,1.2608695652173914,3.333333333333333,7.25,1.2608695652173914
22,22,1,2,2.0,1.0,7.25,29.0,2.0,7.25,29.0
23,23,5,2,3.416666666666667,3.0,7.25,1.16,3.416666666666667,7.25,1.16
24,24,9,1,3.862068965517241,3.0,29.0,0.8055555555555556,3.862068965517241,29.0,0.8055555555555556
25,25,3,1,3.0,2.0,29.0,5.8,3.0,29.0,5.8
26,26,7,1,4.0,3.0,0.0,0.5272727272727272,4.0,0.0,0.5272727272727272
27,27,2,1,3.5,3.0,29.0,1.0357142857142858,3.5,29.0,1.0357142857142858
28,28,8,1,3.166666666666667,2.0,29.0,1.8125,3.166666666666667,29.0,1.8125
29,29,1,1,3.0,2.0,29.0,9.666666666666666,3.0,29.0,9.666666666666666
30,30,19,0,3.5813953488372094,2.0,0.0,1.16,3.5813953488372094,0.0,1.16
