sp_name,guild,guild_no,guild_richness,guild_no_prey,guild_no_preds,terr,aqu,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
56,terrestrial arthropod predators (2),12,5,13,5,1,0,11,4,4.843137254901961,4.0
57,terrestrial arthropod predators (2),12,5,13,5,1,0,2,3,4.75,5.0
58,terrestrial arthropod predators (2),12,5,13,5,1,0,9,3,4.922480620155039,4.0
59,terrestrial arthropod predators (2),12,5,13,5,1,0,7,4,4.71875,5.0
60,terrestrial arthropod predators (2),12,5,13,5,1,0,13,4,4.778378378378378,4.0
61,aquatic detritus,13,1,0,10,0,1,0,6,1.0,0.0
62,aquatic heterotroph microbes,14,3,9,7,0,1,1,2,2.0,1.0
63,aquatic heterotroph microbes,14,3,9,7,0,1,9,3,2.571428571428571,1.0
64,aquatic heterotroph microbes,14,3,9,7,0,1,1,4,2.0,1.0
65,aquatic unicellular/small algae,15,5,0,6,0,1,0,2,1.0,0.0
66,aquatic unicellular/small algae,15,5,0,6,0,1,0,2,1.0,0.0
67,aquatic unicellular/small algae,15,5,0,6,0,1,0,3,1.0,0.0
68,aquatic unicellular/small algae,15,5,0,6,0,1,0,4,1.0,0.0
69,aquatic unicellular/small algae,15,5,0,6,0,1,0,2,1.0,0.0
70,planktic large colonial algae,16,1,0,1,0,1,0,0,1.0,0.0
71,benthic filamentous algae,17,5,0,4,0,1,0,2,1.0,0.0
72,benthic filamentous algae,17,5,0,4,0,1,0,1,1.0,0.0
73,benthic filamentous algae,17,5,0,4,0,1,0,1,1.0,0.0
74,benthic filamentous algae,17,5,0,4,0,1,0,1,1.0,0.0
75,benthic filamentous algae,17,5,0,4,0,1,0,2,1.0,0.0
76,other benthic/epiphytic algae,18,4,0,5,0,1,0,3,1.0,0.0
77,other benthic/epiphytic algae,18,4,0,5,0,1,0,3,1.0,0.0
78,other benthic/epiphytic algae,18,4,0,5,0,1,0,1,1.0,0.0
79,other benthic/epiphytic algae,18,4,0,5,0,1,0,4,1.0,0.0
80,macrophytic algae,19,1,0,4,0,1,0,0,1.0,0.0
81,partially terrestrial epilithic/epiphytic algae,20,3,0,10,1,1,0,4,1.0,0.0
82,partially terrestrial epilithic/epiphytic algae,20,3,0,10,1,1,0,3,1.0,0.0
83,partially terrestrial epilithic/epiphytic algae,20,3,0,10,1,1,0,7,1.0,0.0
84,aquatic saprotrophs,21,4,1,1,0,1,1,1,2.0,1.0
85,aquatic saprotrophs,21,4,1,1,0,1,1,1,2.0,1.0
86,aquatic saprotrophs,21,4,1,1,0,1,1,1,2.0,1.0
87,aquatic saprotrophs,21,4,1,1,0,1,1,1,2.0,1.0
88,small algae parasites,22,1,9,2,0,1,9,0,2.0,1.0
89,aquatic macrophyte parasites,23,1,9,1,0,1,2,0,2.0,1.0
90,nematodes,24,1,62,8,1,1,26,3,3.1538461538461537,2.0
91,swimming filter feeders,25,2,9,2,0,1,1,0,3.0,2.0
92,swimming filter feeders,25,2,9,2,0,1,1,2,2.0,1.0
93,swimming scrapers,26,1,17,3,0,1,8,1,2.8461538461538463,2.0
94,arthropod  omnivores,27,2,21,3,0,1,10,1,4.266666666666667,4.0
95,arthropod  omnivores,27,2,21,3,0,1,12,3,4.093023255813954,3.0
96,benthic predators,28,1,5,3,0,1,3,3,4.615384615384615,4.0
