sp_name,guild,guild_no,guild_richness,guild_no_prey,guild_no_preds,terr,aqu,sp_no_prey,sp_no_preds
1,terrestrial detritus,1,1,0,39,1,0,0,25
2,land plants,2,8,0,19,1,0,0,9
3,land plants,2,8,0,19,1,0,0,10
4,land plants,2,8,0,19,1,0,0,8
5,land plants,2,8,0,19,1,0,0,6
6,land plants,2,8,0,19,1,0,0,6
7,land plants,2,8,0,19,1,0,0,7
8,land plants,2,8,0,19,1,0,0,6
9,land plants,2,8,0,19,1,0,0,11
10,terrestrial heterotroph microbes,3,2,3,6,1,0,1,3
11,terrestrial heterotroph microbes,3,2,3,6,1,0,1,3
12,terrestrial saprotrophs,4,17,1,7,1,0,1,4
13,terrestrial saprotrophs,4,17,1,7,1,0,1,6
14,terrestrial saprotrophs,4,17,1,7,1,0,1,3
15,terrestrial saprotrophs,4,17,1,7,1,0,1,3
16,terrestrial saprotrophs,4,17,1,7,1,0,1,3
17,terrestrial saprotrophs,4,17,1,7,1,0,1,3
18,terrestrial saprotrophs,4,17,1,7,1,0,1,3
19,terrestrial saprotrophs,4,17,1,7,1,0,1,3
20,terrestrial saprotrophs,4,17,1,7,1,0,1,2
21,terrestrial saprotrophs,4,17,1,7,1,0,1,3
22,terrestrial saprotrophs,4,17,1,7,1,0,1,3
23,terrestrial saprotrophs,4,17,1,7,1,0,1,4
24,terrestrial saprotrophs,4,17,1,7,1,0,1,4
25,terrestrial saprotrophs,4,17,1,7,1,0,1,5
26,terrestrial saprotrophs,4,17,1,7,1,0,1,4
27,terrestrial saprotrophs,4,17,1,7,1,0,1,3
28,terrestrial saprotrophs,4,17,1,7,1,0,1,3
29,mycorrhizae,5,9,9,7,1,0,1,3
30,mycorrhizae,5,9,9,7,1,0,2,4
31,mycorrhizae,5,9,9,7,1,0,1,4
32,mycorrhizae,5,9,9,7,1,0,4,3
33,mycorrhizae,5,9,9,7,1,0,1,2
34,mycorrhizae,5,9,9,7,1,0,1,4
35,mycorrhizae,5,9,9,7,1,0,4,3
36,mycorrhizae,5,9,9,7,1,0,2,4
37,mycorrhizae,5,9,9,7,1,0,4,3
38,plant parasites,6,7,9,7,1,0,9,4
39,plant parasites,6,7,9,7,1,0,5,2
40,plant parasites,6,7,9,7,1,0,9,3
41,plant parasites,6,7,9,7,1,0,1,3
42,plant parasites,6,7,9,7,1,0,9,4
43,plant parasites,6,7,9,7,1,0,2,1
44,plant parasites,6,7,9,7,1,0,6,3
45,fungal parasites,7,3,33,4,1,0,1,2
46,fungal parasites,7,3,33,4,1,0,33,1
47,fungal parasites,7,3,33,4,1,0,12,2
48,terrestrial microbivores,8,1,41,8,1,0,31,2
49,terrestrial detritivores,9,2,4,5,1,0,4,2
50,terrestrial detritivores,9,2,4,5,1,0,4,1
51,mites,10,2,51,8,1,0,4,2
52,mites,10,2,51,8,1,0,46,2
53,terrestrial arthropod predators (1),11,3,7,8,1,0,5,4
54,terrestrial arthropod predators (1),11,3,7,8,1,0,1,3
55,terrestrial arthropod predators (1),11,3,7,8,1,0,4,2
56,terrestrial arthropod predators (2),12,5,13,5,1,0,1,2
57,terrestrial arthropod predators (2),12,5,13,5,1,0,2,2
58,terrestrial arthropod predators (2),12,5,13,5,1,0,6,0
59,terrestrial arthropod predators (2),12,5,13,5,1,0,3,0
60,terrestrial arthropod predators (2),12,5,13,5,1,0,2,1
61,aquatic detritus,13,1,0,10,0,1,0,6
62,aquatic heterotroph microbes,14,3,9,7,0,1,2,3
63,aquatic heterotroph microbes,14,3,9,7,0,1,7,3
64,aquatic heterotroph microbes,14,3,9,7,0,1,2,5
65,aquatic unicellular/small algae,15,5,0,6,0,1,0,4
66,aquatic unicellular/small algae,15,5,0,6,0,1,0,4
67,aquatic unicellular/small algae,15,5,0,6,0,1,0,2
68,aquatic unicellular/small algae,15,5,0,6,0,1,0,3
69,aquatic unicellular/small algae,15,5,0,6,0,1,0,3
70,planktic large colonial algae,16,1,0,1,0,1,0,0
71,benthic filamentous algae,17,5,0,4,0,1,0,0
72,benthic filamentous algae,17,5,0,4,0,1,0,2
73,benthic filamentous algae,17,5,0,4,0,1,0,3
74,benthic filamentous algae,17,5,0,4,0,1,0,1
75,benthic filamentous algae,17,5,0,4,0,1,0,2
76,other benthic/epiphytic algae,18,4,0,5,0,1,0,0
77,other benthic/epiphytic algae,18,4,0,5,0,1,0,0
78,other benthic/epiphytic algae,18,4,0,5,0,1,0,1
79,other benthic/epiphytic algae,18,4,0,5,0,1,0,1
80,macrophytic algae,19,1,0,4,0,1,0,2
81,partially terrestrial epilithic/epiphytic algae,20,3,0,10,1,1,0,4
82,partially terrestrial epilithic/epiphytic algae,20,3,0,10,1,1,0,7
83,partially terrestrial epilithic/epiphytic algae,20,3,0,10,1,1,0,6
84,aquatic saprotrophs,21,4,1,1,0,1,1,0
85,aquatic saprotrophs,21,4,1,1,0,1,1,0
86,aquatic saprotrophs,21,4,1,1,0,1,1,0
87,aquatic saprotrophs,21,4,1,1,0,1,1,0
88,small algae parasites,22,1,9,2,0,1,2,2
89,aquatic macrophyte parasites,23,1,9,1,0,1,3,0
90,nematodes,24,1,62,8,1,1,10,5
91,swimming filter feeders,25,2,9,2,0,1,7,0
92,swimming filter feeders,25,2,9,2,0,1,9,1
93,swimming scrapers,26,1,17,3,0,1,1,1
94,arthropod  omnivores,27,2,21,3,0,1,12,0
95,arthropod  omnivores,27,2,21,3,0,1,4,2
96,benthic predators,28,1,5,3,0,1,3,1
